feature,shap_mean_abs
vol_63,0.13574898
risco_mercado_63,0.045609996
beta_63,0.04038851
mom_252,0.036781732
cs_rank_126,0.034437515
mom_126,0.032644574
vol_21,0.029323695
mes_07,0.029179864
risco_mercado_21,0.023312507
mom_63,0.018316029
atr_21,0.01803809
rsi_21,0.016922766
mom_21,0.014987552
dist_ema_63,0.014973205
cs_rank_63,0.013801665
vwap_dist_21,0.00827263
obv_z21,0.006713411
mes_08,0.0062265676
vol_rel_21,0.006093735
mes_06,0.0052767196
vol_rel_63,0.004552053
z_alpha_21,0.004322157
z_alpha_63,0.0043017226
trend_mercado_21,0.0040429807
cs_rank_21,0.0038034427
bb_pctb_21,0.0030764467
beta_21,0.0027652401
lag_ret_1,0.0018702113
mes_05,0.0017033804
trend_mercado_63,0.0015886466
force_idx_z21,0.0011614469
macro_usdbrl_ret,0.00062889635
lag_ret_5,0.0
dist_ema_21,0.0
lag_ret_21,0.0
dow_seg,0.0
macro_ibov_ret,0.0
dow_ter,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
mes_01,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
