feature,importance
mom_21,0.08410724
mes_11,0.07626586
mom_252,0.053709164
mes_08,0.053694554
beta_63,0.05060457
z_alpha_63,0.03942042
mes_03,0.03875393
dist_ema_63,0.0369309
mom_63,0.036579706
trend_mercado_21,0.031207623
atr_21,0.030811971
risco_mercado_63,0.030714558
rsi_21,0.03005553
bb_pctb_21,0.026249308
vol_63,0.025455704
vol_rel_63,0.022810025
risco_mercado_21,0.022532474
vol_21,0.021996485
macro_usdbrl_ret,0.021938752
beta_21,0.0217969
trend_mercado_63,0.021785729
obv_z21,0.02153949
mom_126,0.0202736
lag_ret_1,0.02006257
macro_ibov_ret,0.019624988
cs_rank_21,0.018876642
lag_ret_21,0.018478414
cs_rank_63,0.018389745
cs_rank_126,0.016439795
dist_ema_21,0.015749717
vwap_dist_21,0.014296661
mes_02,0.012221768
lag_ret_5,0.01198807
z_alpha_21,0.0096291
vol_rel_21,0.0050080395
force_idx_z21,0.0
dow_seg,0.0
dow_sex,0.0
dow_qui,0.0
dow_ter,0.0
dow_qua,0.0
mes_04,0.0
mes_01,0.0
mes_06,0.0
mes_05,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_12,0.0
