view_date,ABEV3
2025-06-02,0.00026669923681765795
2025-06-03,-0.0038830714765936136
2025-06-04,0.0045723458752036095
2025-06-05,-0.0036439283285290003
2025-06-06,-0.0034719384275376797
2025-06-09,-0.002282126806676388
2025-06-10,-0.0022606898564845324
2025-06-11,-0.0011577890254557133
2025-06-12,-0.011570234782993793
2025-06-13,0.000703467580024153
2025-06-16,-0.015134461224079132
2025-06-17,-0.01212635450065136
2025-06-18,-0.0019895441364496946
2025-06-20,-0.007650948595255613
2025-06-23,-0.0060541448183357716
2025-06-24,0.004817388020455837
2025-06-25,0.005789508994036754
2025-06-26,-0.012764690443873405
2025-06-27,-0.01018961425870657
2025-06-30,-0.010287993587553501
2025-07-01,-0.008528616279363632
2025-07-02,-0.009943247772753239
2025-07-03,0.016644250601530075
2025-07-04,0.013066086031488209
2025-07-07,-0.0034055076165324344
2025-07-08,-0.007734864018857479
2025-07-09,-0.006763027049601078
2025-07-10,0.00508038979023695
2025-07-11,-0.01017178874462843
2025-07-14,-0.017061710357666016
2025-07-15,0.013459212146699429
2025-07-16,-0.004272751557476982
2025-07-17,0.004227310884743929
2025-07-18,0.004229221027344465
2025-07-21,0.005166441849931808
2025-07-22,-0.007748751435428858
2025-07-23,-0.0032840468920767307
2025-07-24,-0.00925404392182827
2025-07-25,-0.0034678333904594183
2025-07-28,-6.562509224750102e-05
2025-07-29,-0.012557822279632092
2025-07-30,-0.01100870780646801
2025-07-31,-0.009476878433067302
2025-08-01,-0.008161668665707111
2025-08-04,-0.019652046263217926
2025-08-05,-0.011640357784926891
2025-08-06,-0.005740174558013678
2025-08-07,0.0012348624644801026
2025-08-08,0.017572488635778427
2025-08-11,0.014963018707931042
2025-08-12,0.00847894512116909
2025-08-13,-0.004187669605016708
2025-08-14,-0.014867373742163181
2025-08-15,-0.008353473618626595
2025-08-18,-0.004955405369400978
2025-08-19,0.0013855580423426414
2025-08-20,0.00016186331631615767
2025-08-21,0.015386653132736683
2025-08-22,-0.01076577603816986
2025-08-25,-0.0021174028515815735
2025-08-26,0.005577855231240391
2025-08-27,-0.009863943792879581
2025-08-28,0.01046081818640232
2025-08-29,-0.007020846009254456
2025-09-01,0.0087446918875295
2025-09-02,-0.007485900539904833
2025-09-03,0.005760928724859176
2025-09-04,-0.013160277188788833
2025-09-05,0.0006118849269114435
2025-09-08,-0.00548833142966032
2025-09-09,-0.002411435591056943
2025-09-10,-0.009537572041153908
2025-09-11,0.0069134533405303955
2025-09-12,0.0025661394465714693
2025-09-15,0.010058194398880005
2025-09-16,0.01779189333319664
2025-09-17,-0.009710732847452164
2025-09-18,0.010344557464122772
2025-09-19,-0.0103174839168787
2025-09-22,-0.006383406069029921
2025-09-23,-0.007771532982587814
2025-09-24,-0.01587500236928463
2025-09-25,-0.012522346340119839
2025-09-26,-0.005128784570842981
2025-09-29,-0.0030833527071601045
2025-09-30,-0.010439861771360574
2025-10-01,-0.01351406704634428
2025-10-02,-0.014236878948785099
2025-10-03,0.0013338722005885625
2025-10-06,-0.009939407239844406
2025-10-07,-0.0016811656532809138
2025-10-08,-0.0019056224264204502
2025-10-09,-0.0009942831355147061
2025-10-10,0.005345124955887773
2025-10-13,0.0008290206331626644
2025-10-14,0.0029993727803230286
2025-10-15,0.0007773443358018994
2025-10-16,0.008722903206944466
2025-10-17,-0.0052206264808773994
2025-10-20,0.013264245353639126
2025-10-21,-0.003439205465838313
2025-10-22,0.009185053408145905
2025-10-23,-0.0073487819821041606
2025-10-24,-0.0029571617487818003
2025-10-27,-0.012565243989229202
2025-10-28,-0.010116910862935972
2025-10-29,-0.005650490988045931
2025-10-30,-0.007590313372681829
2025-10-31,0.010274683708433128
2025-11-03,0.0068941982463002205
2025-11-04,0.010038531385362148
2025-11-05,-0.010711495230290373
2025-11-06,-0.005728983785957098
2025-11-07,-0.006587657376907632
2025-11-10,-0.004547866617628772
2025-11-11,-0.005778360180556774
2025-11-12,-0.003774999175220728
2025-11-13,0.0024272254668176174
2025-11-14,-0.0019302290165796876
2025-11-17,0.002799670211970806
2025-11-18,-0.0067859855480492115
2025-11-19,-0.005059537012130022
2025-11-21,-0.012474700747614927
2025-11-24,-0.010626070201396942
2025-11-25,-0.0072824084199965
2025-11-26,-0.0012452927185222507
2025-11-27,-0.0033402848057448864
2025-11-28,-0.005723876412957907
2025-12-01,-0.001301308614867074
2025-12-02,0.00113162788745415
2025-12-03,0.011462345174680064
2025-12-04,-0.00976782991118463
2025-12-05,-0.0044100782833993435
2025-12-08,-0.005078871268779039
2025-12-09,-0.007391584550888907
2025-12-10,-0.014827941998408315
2025-12-11,-0.013949702493846416
2025-12-12,-0.007765886373817921
2025-12-15,0.007446192670613527
2025-12-16,0.008480874871435975
2025-12-17,-0.003133121645078063
2025-12-18,0.015858610716116217
2025-12-19,-0.0015560206957161427
2025-12-22,-0.005399892962304875
2025-12-23,-0.008089058101177216
2025-12-26,-0.008882468566298485
2025-12-29,0.005245245364494622
2025-12-30,0.002371407812461257
