view_date,ticker,Q,ret_pred,ret_real,q_source,sentiment_signal,sentiment_component,news_count,ret_scale
2025-01-13,BBDC4,-0.01014796822738382,-0.0048780520446598,0.0918470936425737,xgb,-0.6,-0.04072049292511571,1,0.06786748820852619
2025-01-13,ITUB4,0.008893525151239177,0.010426539927721,0.1163590172672098,xgb,0.0,0.0,0,0.09608950331316891
2025-01-13,VALE3,-0.020080011430178943,-0.0235412884503602,0.0684620368020654,xgb,0.0,0.0,0,0.04244245534791123
2025-01-14,ABEV3,-0.007581223584993414,-0.0088880313560366,-0.0262102130026274,xgb,0.0,0.0,0,0.03907491165547134
2025-01-14,BBAS3,0.016799184827864865,0.0196949318051338,0.113038913972506,xgb,0.0,0.0,0,0.1445966798295509
2025-01-14,BBDC4,-0.008996704235456158,-0.0178766790777444,0.0266286830701386,xgb,0.6,0.042518963332669274,1,0.07086493888778213
2025-01-14,ITUB4,0.006613978890202602,0.0077540585771203,0.0876145859080899,xgb,0.0,0.0,0,0.09862319255742402
2025-01-14,VALE3,-0.025695360528864196,-0.0235412884503602,0.0551528054799131,xgb,-0.8358009695564685,-0.038191844255995776,4,0.0456949030296805
2025-01-15,ABEV3,-0.005899403093842269,-0.0069163083098828,-0.0366604108230457,xgb,0.0,0.0,0,0.03764550069404424
2025-01-15,BBAS3,0.016799184827864865,0.0196949318051338,0.0827484017355159,xgb,0.0,0.0,1,0.14109026140099035
2025-01-15,BBDC4,-0.008613451778198316,-0.0100981891155242,0.0057910527689609,xgb,0.0,0.0,0,0.0659497993524884
2025-01-15,ITUB4,0.006613978890202602,0.0077540585771203,0.0504644524159477,xgb,0.0,0.0,0,0.09740001404083135
2025-01-15,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0420683776754223,xgb,0.0,0.0,0,0.046745781079706346
2025-01-16,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0045024784291762,xgb,0.0,0.0,0,0.03754699170694438
2025-01-16,BBAS3,0.014545630218535523,0.0170529223978519,0.1246763289161356,xgb,0.0,0.0,0,0.1352560754344429
2025-01-16,BBDC4,-0.0006870791724912145,-0.0008055139333009,0.0400395877282744,xgb,0.0,0.0,0,0.05993392469413565
2025-01-16,ITUB4,0.006613978890202602,0.0077540585771203,0.0797983304403971,xgb,0.0,0.0,0,0.09270645787834297
2025-01-16,VALE3,-0.013786571515300883,-0.0085049644112586,0.0553953228331306,xgb,-0.9600000000000001,-0.04442691910970682,6,0.04627804073927794
2025-01-17,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0009013252768548,xgb,0.0,0.0,0,0.03454294504532909
2025-01-17,BBAS3,0.017666361782741263,0.020711587741971,0.1400191392084192,xgb,0.0,0.0,0,0.134294280296415
2025-01-17,BBDC4,0.002039953421865951,0.0023915888741612,0.0536861225388397,xgb,0.0,0.0,0,0.05812534860633009
2025-01-17,ITUB4,0.006613978890202602,0.0077540585771203,0.0746740460842755,xgb,0.0,0.0,0,0.09153299174762063
2025-01-17,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0160206299959203,xgb,0.0,0.0,0,0.04710688456599182
2025-01-20,ABEV3,-0.009632728792620133,-0.0069163083098828,0.003613447013484,xgb,-0.8,-0.025391581385031656,2,0.031739476731289566
2025-01-20,BBAS3,0.017666361782741263,0.020711587741971,0.1467643640461903,xgb,0.0,0.0,0,0.13477135187241532
2025-01-20,BBDC4,0.014929921225696585,0.0175034552812576,0.0494211313435751,xgb,0.0,0.0,0,0.05775541310070589
2025-01-20,ITUB4,0.006613978890202602,0.0077540585771203,0.0634631194009343,xgb,0.0,0.0,0,0.09012807960900854
2025-01-20,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0263579843089827,xgb,0.0,0.0,3,0.04451636335181919
2025-01-21,ABEV3,-0.005899403093842269,-0.0069163083098828,-0.0252038816868895,xgb,0.0,0.0,0,0.029575935983766063
2025-01-21,BBAS3,0.017666361782741263,0.020711587741971,0.117523344480509,xgb,0.0,0.0,0,0.13569389127039802
2025-01-21,BBDC4,0.012731456779704973,0.0149260321632027,0.0303646209970594,xgb,0.0,0.0,0,0.05711431450400351
2025-01-21,ITUB4,0.006613978890202602,0.0077540585771203,0.0519405457786033,xgb,0.0,0.0,0,0.08807692882377206
2025-01-21,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0304461759443985,xgb,0.0,0.0,0,0.04311956496390869
2025-01-22,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0018131758080955,xgb,0.0,0.0,0,0.02926364639113202
2025-01-22,BBAS3,0.017666361782741263,0.020711587741971,0.0691204135711136,xgb,0.0,0.0,0,0.13439599507112024
2025-01-22,BBDC4,0.01676324661694043,0.0196527987718582,0.0416979716338768,xgb,0.0,0.0,0,0.055203622110650365
2025-01-22,ITUB4,0.006613978890202602,0.0077540585771203,0.0528737950275583,xgb,0.0,0.0,0,0.08549575860626
2025-01-22,VALE3,-0.0098451918549551,-0.0115422494709491,0.0920940835242096,xgb,0.0,0.0,1,0.04221432289108653
2025-01-23,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0063148918312055,xgb,0.0,0.0,0,0.026246021031130464
2025-01-23,BBAS3,0.014400655602768719,0.0168829578906297,0.0460776494944674,xgb,0.0,0.0,0,0.12890493944138198
2025-01-23,BBDC4,0.019521143652258023,0.0228860862553119,0.040321017972447,xgb,0.0,0.0,0,0.05386555846954455
2025-01-23,ITUB4,0.006613978890202602,0.0077540585771203,0.0519693894768764,xgb,0.0,0.0,0,0.08207692262333986
2025-01-23,VALE3,-0.005550115210523756,-0.0115422494709491,0.1058191141580326,xgb,0.6,0.02921223514137234,1,0.0486870585689539
2025-01-24,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0146122321522631,xgb,0.0,0.0,0,0.024780284277968533
2025-01-24,BBAS3,0.014400655602768719,0.0168829578906297,0.0437328121165414,xgb,0.0,0.0,0,0.12140929589261981
2025-01-24,BBDC4,0.025487716009044897,0.0298811420798301,0.0303585937586977,xgb,0.0,0.0,0,0.05140212103856589
2025-01-24,ITUB4,0.013449334556351536,0.0077540585771203,0.0489107583954647,xgb,0.6,0.04648951195162921,1,0.07748251991938201
2025-01-24,VALE3,-0.007533537137964593,-0.008832124993205,0.0831854541682601,xgb,0.0,0.0,1,0.05495590090212748
2025-01-27,ABEV3,-0.005899403093842269,-0.0069163083098828,-0.0027014448177213,xgb,0.0,0.0,0,0.023312970537260308
2025-01-27,BBAS3,0.022169016548460065,0.0142007796093821,0.0185918225195338,xgb,0.6,0.06839539134659188,1,0.11399231891098646
2025-01-27,BBDC4,0.021030389633052367,0.0246554873883724,0.0178478534485464,xgb,0.0,0.0,0,0.04974126403350395
2025-01-27,ITUB4,0.006613978890202602,0.0077540585771203,0.0352620738354118,xgb,0.0,0.0,0,0.07555379385585836
2025-01-27,VALE3,-0.013757301711370427,-0.010032795369625,0.0560355051486258,xgb,-0.6,-0.035364393393996205,1,0.058940655656660346
2025-01-28,ABEV3,-0.008690355724449636,-0.0082331821322441,0.0517432522490669,xgb,-0.6,-0.01134257076055859,1,0.018904284600930982
2025-01-28,BBAS3,0.024520379005921453,0.0142007796093821,0.0194251024729916,xgb,0.8,0.08438778419457826,2,0.10548473024322283
2025-01-28,BBDC4,0.030003932116519635,0.0351758375763893,-0.0061954114658184,xgb,0.0,0.0,0,0.046537140546803406
2025-01-28,ITUB4,0.006613978890202602,0.0077540585771203,0.0310201493400373,xgb,0.0,0.0,0,0.07234926942921856
2025-01-28,VALE3,-0.012028373742307627,-0.0096428645774722,0.0744606095676468,xgb,-0.43179269316669977,-0.02586750046270622,3,0.05990722138672157
2025-01-29,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1160597255361574,xgb,0.0,0.0,0,0.019008813755457793
2025-01-29,BBAS3,0.012112838151366418,0.0142007796093821,0.0187731263094772,xgb,0.0,0.0,0,0.09595445319609637
2025-01-29,BBDC4,0.07837962382540527,0.0918902531266212,-0.001907944059788,xgb,0.0,0.0,0,0.04040199851193444
2025-01-29,ITUB4,0.006613978890202602,0.0077540585771203,0.0325096976397617,xgb,0.0,0.0,0,0.06755030251427911
2025-01-29,VALE3,-0.0037825612863083766,-0.0096428645774722,0.0641833575049733,xgb,0.5,0.030214994062417382,2,0.060429988124834765
2025-01-30,ABEV3,-0.007022656880943872,-0.0082331821322441,0.0952284371437408,xgb,0.0,0.0,0,0.023766778955398023
2025-01-30,BBAS3,0.012112838151366418,0.0142007796093821,-0.0120110300259546,xgb,0.0,0.0,0,0.08764715743552742
2025-01-30,BBDC4,0.02274675378319868,0.026667708531022,-0.075453783565233,xgb,0.0,0.0,0,0.03631862199499609
2025-01-30,ITUB4,0.006613978890202602,0.0077540585771203,-0.0163190956086638,xgb,0.0,0.0,0,0.06356640240442948
2025-01-30,VALE3,-0.0029175554294266354,-0.0096428645774722,0.002178237073006,xgb,0.6,0.0360981846505656,1,0.060163641084276
2025-01-31,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1409361269234861,xgb,0.0,0.0,0,0.029342257356719335
2025-01-31,BBAS3,0.012112838151366418,0.0142007796093821,0.0032461881855619,xgb,0.0,0.0,0,0.07857727377582867
2025-01-31,BBDC4,0.025113080019911613,0.0294419284909963,-0.0510701046979626,xgb,0.0,0.0,0,0.03654006199955922
2025-01-31,ITUB4,0.006613978890202602,0.0077540585771203,0.005018802233113,xgb,0.0,0.0,0,0.05665564690137369
2025-01-31,VALE3,-0.008225073633654352,-0.0096428645774722,0.0258761342509264,xgb,0.0,0.0,0,0.05513283529889908
2025-02-03,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1527249068548803,xgb,0.0,0.0,0,0.03760721733527244
2025-02-03,BBAS3,0.012112838151366418,0.0142007796093821,0.0043367354069764,xgb,0.0,0.0,0,0.06826775978963696
2025-02-03,BBDC4,0.031787239525609474,0.0372665412724018,-0.0407745995372626,xgb,0.0,0.0,0,0.033627419932087
2025-02-03,ITUB4,0.0059880614050564634,0.0070202490314841,0.0161550056184464,xgb,0.0,0.0,0,0.0487027743989382
2025-02-03,VALE3,-0.008225073633654352,-0.0096428645774722,0.0360513746952171,xgb,0.0,0.0,0,0.052090985116674864
2025-02-04,ABEV3,-0.005899403093842269,-0.0069163083098828,0.183849488810715,xgb,0.0,0.0,0,0.04664398118186193
2025-02-04,BBAS3,0.012112838151366418,0.0142007796093821,0.0103888453565711,xgb,0.0,0.0,0,0.0605033184635277
2025-02-04,BBDC4,0.03605981299286811,0.042275596410036,-0.0269800793836255,xgb,0.0,0.0,0,0.03463784253688157
2025-02-04,ITUB4,0.0059880614050564634,0.0070202490314841,0.0168811276373241,xgb,0.0,0.0,0,0.04359851866396366
2025-02-04,VALE3,-0.008225073633654352,-0.0096428645774722,0.054047766124934,xgb,0.0,0.0,0,0.05072659720348229
2025-02-05,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1927415577582833,xgb,0.0,0.0,0,0.05715748675240974
2025-02-05,BBAS3,0.012112838151366418,0.0142007796093821,0.0050178541206844,xgb,0.0,0.0,0,0.05533477872217451
2025-02-05,BBDC4,0.03262402787923242,0.0382475703954696,-0.0646374340462134,xgb,0.0,0.0,0,0.03615134443792904
2025-02-05,ITUB4,0.011051005796627912,0.0070202490314841,0.0106727098000096,xgb,0.8358009695564685,0.034434757355502096,4,0.04119970975120484
2025-02-05,VALE3,-0.008225073633654352,-0.0096428645774722,0.03237724685028,xgb,0.0,0.0,1,0.05158226780701885
2025-02-06,ABEV3,-0.005899403093842269,-0.0069163083098828,0.169035283656585,xgb,0.0,0.0,0,0.0706031352759174
2025-02-06,BBAS3,0.0079853152350505,0.0142007796093821,-0.0153931749284615,xgb,-0.6,-0.02807264688492822,1,0.0467877448082137
2025-02-06,BBDC4,0.03262402787923242,0.0382475703954696,-0.0844478220761639,xgb,0.0,0.0,0,0.037908333460638974
2025-02-06,ITUB4,0.009187038388853628,0.0070202490314841,5.903831512294568e-05,xgb,0.6,0.02175729925184915,1,0.03626216541974858
2025-02-06,VALE3,-0.006600656967187508,-0.007738440297544,0.0256918375148985,xgb,0.0,0.0,0,0.049938119522529516
2025-02-07,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1830892269400557,xgb,0.0,0.0,0,0.0826127037316124
2025-02-07,BBAS3,0.008770619356341911,0.0142007796093821,-0.0032550173108373,xgb,-0.6,-0.02273153413007289,1,0.037885890216788155
2025-02-07,BBDC4,0.07357254175973126,0.0807240158319473,-0.0443935041738537,xgb,0.8,0.03208447817064399,2,0.040105597713304984
2025-02-07,ITUB4,0.0059880614050564634,0.0070202490314841,0.0104649357580543,xgb,0.0,0.0,0,0.030932522007666257
2025-02-07,VALE3,-0.008225073633654352,-0.0096428645774722,0.018578911122402,xgb,0.0,0.0,1,0.05062892005959939
2025-02-10,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1948528218655136,xgb,0.0,0.0,0,0.0954324022977961
2025-02-10,BBAS3,0.012112838151366418,0.0142007796093821,0.0114414199226952,xgb,0.0,0.0,1,0.02763522259283437
2025-02-10,BBDC4,0.0307902067885276,0.0360976457595825,-0.0279109594816537,xgb,0.0,0.0,0,0.039746481486896315
2025-02-10,ITUB4,0.0059880614050564634,0.0070202490314841,0.0156940259152662,xgb,0.0,0.0,0,0.02714693746174626
2025-02-10,VALE3,-0.0038077079662498445,-0.0096428645774722,0.0219078385007506,xgb,0.6,0.030043963184906174,1,0.050073271974843625
2025-02-11,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2187544199250574,xgb,0.0,0.0,0,0.10755018373912639
2025-02-11,BBAS3,0.012112838151366418,0.0142007796093821,0.0169387772210121,xgb,0.0,0.0,0,0.020057942267276245
2025-02-11,BBDC4,0.029801267298415205,0.0349382385611534,-0.0106004754748085,xgb,0.0,0.0,0,0.03957121995008162
2025-02-11,ITUB4,0.0059880614050564634,0.0070202490314841,0.0372339961626632,xgb,0.0,0.0,0,0.02455790032865075
2025-02-11,VALE3,-0.008225073633654352,-0.0096428645774722,0.058565654022549,xgb,0.0,0.0,1,0.04946339072886878
2025-02-12,ABEV3,-0.005899403093842269,-0.0069163083098828,0.22666421603523,xgb,0.0,0.0,0,0.12304598689033795
2025-02-12,BBAS3,0.012112838151366418,0.0142007796093821,0.0540580446857983,xgb,0.0,0.0,0,0.016330682527983278
2025-02-12,BBDC4,0.03562253491354002,0.0456258468329906,0.0508046078322627,xgb,-0.6,-0.022409982134660326,1,0.03734997022443388
2025-02-12,ITUB4,0.0059880614050564634,0.0070202490314841,0.0949088984041949,xgb,0.0,0.0,0,0.0234407718383011
2025-02-12,VALE3,-0.00476483126351012,-0.0096428645774722,0.0795832171654,xgb,0.5,0.023534251453660792,2,0.047068502907321584
2025-02-13,ABEV3,-0.007022656880943872,-0.0082331821322441,0.219709973985673,xgb,0.0,0.0,0,0.13878522433348256
2025-02-13,BBAS3,0.012112838151366418,0.0142007796093821,0.0609121824489492,xgb,0.0,0.0,0,0.016900710755935487
2025-02-13,BBDC4,0.038747771918331904,0.0454268902540206,0.0364323757276548,xgb,0.0,0.0,0,0.03809879807156358
2025-02-13,ITUB4,0.0059880614050564634,0.0070202490314841,0.0949425755917199,xgb,0.0,0.0,0,0.026507879618823855
2025-02-13,VALE3,-0.004238102738282702,-0.0096428645774722,0.0856350812188191,xgb,0.6,0.02711670615899441,1,0.04519451026499068
2025-02-14,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2156896458292347,xgb,0.0,0.0,0,0.15343506303586896
2025-02-14,BBAS3,0.008938069670738168,0.0123536232858896,0.010773382936945,xgb,-0.6,-0.010876685182093055,1,0.018127808636821757
2025-02-14,BBDC4,0.03474599334702303,0.0407353080809116,0.0195763605491036,xgb,0.0,0.0,0,0.038532639640774795
2025-02-14,ITUB4,0.0059880614050564634,0.0070202490314841,0.0711909329851696,xgb,0.0,0.0,0,0.02979586656141351
2025-02-14,VALE3,-0.006600656967187508,-0.007738440297544,0.0692381144238894,xgb,0.0,0.0,0,0.0453694836257449
2025-02-17,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2125234617487827,xgb,0.0,0.0,0,0.16864850596526276
2025-02-17,BBAS3,0.010537269330345102,0.0123536232858896,-0.0083300158326284,xgb,0.0,0.0,0,0.01756934866663684
2025-02-17,BBDC4,0.03474599334702303,0.0407353080809116,0.0130903052960938,xgb,0.0,0.0,0,0.03865610443367174
2025-02-17,ITUB4,0.0059880614050564634,0.0070202490314841,0.0598718284354092,xgb,0.0,0.0,0,0.03236221364353906
2025-02-17,VALE3,-0.006600656967187508,-0.007738440297544,0.0715019377248708,xgb,0.0,0.0,2,0.04631252714540658
2025-02-18,ABEV3,-0.005899403093842269,-0.0069163083098828,0.2229381548143001,xgb,0.0,0.0,0,0.18013280664381393
2025-02-18,BBAS3,0.010537269330345102,0.0123536232858896,-0.013987264619156,xgb,0.0,0.0,0,0.016776842478039473
2025-02-18,BBDC4,0.040232811242112754,0.0471679121255874,0.0275810905660164,xgb,0.0,0.0,0,0.039148596850119975
2025-02-18,ITUB4,0.0059880614050564634,0.0070202490314841,0.0637255353238172,xgb,0.0,0.0,0,0.03442304786463706
2025-02-18,VALE3,-0.002533700263400991,-0.007738440297544,0.0685037152515433,xgb,0.6,0.027660716065410693,1,0.046101193442351154
2025-02-19,ABEV3,-0.005899403093842269,-0.0069163083098828,0.2198829462907749,xgb,0.0,0.0,0,0.18776698016368126
2025-02-19,BBAS3,0.012894770119939884,0.0123536232858896,0.0058973361506113,xgb,0.975609756097561,0.016034141672629367,8,0.0164349952144451
2025-02-19,BBDC4,0.03653324093131591,0.0428306311368942,0.05610817512998,xgb,0.0,0.0,0,0.040982393029136296
2025-02-19,ITUB4,0.0059880614050564634,0.0070202490314841,0.0740395538875616,xgb,0.0,0.0,0,0.03665275055635531
2025-02-19,VALE3,-0.0011417496029417452,-0.007738440297544,0.0641657193507255,xgb,0.8,0.03712783233939922,2,0.04640979042424902
2025-02-20,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2179436396410278,xgb,0.0,0.0,0,0.1966708736741837
2025-02-20,BBAS3,0.012551427074001151,0.0123536232858896,0.0400206638115239,xgb,0.8562753417803016,0.013698952193503049,9,0.015998302794777722
2025-02-20,BBDC4,0.03653324093131591,0.0428306311368942,0.0750802760464185,xgb,0.0,0.0,0,0.03960056385518966
2025-02-20,ITUB4,0.0059880614050564634,0.0070202490314841,0.0848267630568628,xgb,0.0,0.0,0,0.040775640433419434
2025-02-20,VALE3,-0.002004776944763415,-0.007738440297544,0.0313349800282605,xgb,0.6148634005909716,0.03125809828577886,5,0.050837467729800405
2025-02-21,ABEV3,-0.007022656880943872,-0.0082331821322441,0.1944145959020402,xgb,0.0,0.0,0,0.20217141029686525
2025-02-21,BBAS3,0.012180334738971394,0.0123536232858896,0.052606816264917,xgb,0.6,0.011175030632265005,1,0.01862505105377501
2025-02-21,BBDC4,0.03789087596093086,0.0444222874939441,0.1005254473053742,xgb,0.0,0.0,0,0.041315576094365085
2025-02-21,ITUB4,0.010088101250109699,0.0070202490314841,0.0770320340637718,xgb,0.6,0.02788572543821237,1,0.04647620906368728
2025-02-21,VALE3,-0.006600656967187508,-0.007738440297544,0.0301728099193549,xgb,0.0,0.0,1,0.05122738528532427
2025-02-24,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2085022719264313,xgb,0.0,0.0,0,0.20514924522880523
2025-02-24,BBAS3,0.010537269330345102,0.0123536232858896,0.0545273279394823,xgb,0.0,0.0,1,0.022072913972199338
2025-02-24,BBDC4,0.04119921864967296,0.0483009032905101,0.1145883483583028,xgb,0.0,0.0,0,0.04558349379208733
2025-02-24,ITUB4,0.0059880614050564634,0.0070202490314841,0.0837980815804383,xgb,0.0,0.0,0,0.050824568238353386
2025-02-24,VALE3,-0.006600656967187508,-0.007738440297544,0.0472694286047298,xgb,0.0,0.0,4,0.05080748780133411
2025-02-25,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2008459548315792,xgb,0.0,0.0,0,0.20691015830849926
2025-02-25,BBAS3,0.010537269330345102,0.0123536232858896,0.037793435438597,xgb,0.0,0.0,0,0.025225662728121566
2025-02-25,BBDC4,0.03789087596093086,0.0444222874939441,0.0887008038557995,xgb,0.0,0.0,0,0.05184122729027857
2025-02-25,ITUB4,0.0059880614050564634,0.0070202490314841,0.0599124321687298,xgb,0.0,0.0,0,0.05560435066286155
2025-02-25,VALE3,-0.008225073633654352,-0.0096428645774722,0.0468361211102795,xgb,0.0,0.0,2,0.05032332083560524
2025-02-26,ABEV3,0.02254578857985215,-0.0082331821322441,0.1524997077141481,xgb,0.9692307692307692,0.20110476554254283,7,0.20748904381373467
2025-02-26,BBAS3,0.034531361207815345,0.0366822369396686,0.0276401570338227,xgb,0.8,0.02205342054352083,2,0.027566775679401034
2025-02-26,BBDC4,0.047351242978536226,0.0555133782327175,0.0951072144122082,xgb,0.0,0.0,0,0.05356003941953472
2025-02-26,ITUB4,0.0059880614050564634,0.0070202490314841,0.0534757944567584,xgb,0.0,0.0,0,0.0591214736891987
2025-02-26,VALE3,-0.008225073633654352,-0.0096428645774722,0.0379341323896992,xgb,0.0,0.0,3,0.05135609756846236
2025-02-27,ABEV3,-0.007022656880943872,-0.0082331821322441,0.1089797436460466,xgb,0.0,0.0,0,0.20630793124641778
2025-02-27,BBAS3,0.036561467202548575,0.0428637228906154,0.0365206561853091,xgb,0.0,0.0,0,0.02844156011549826
2025-02-27,BBDC4,0.04079806750571572,0.0478306040167808,0.1026231042392121,xgb,0.0,0.0,0,0.05432142458639503
2025-02-27,ITUB4,0.0059880614050564634,0.0070202490314841,0.0546353800453498,xgb,0.0,0.0,0,0.0629369562707441
2025-02-27,VALE3,-0.012832749882920463,-0.0096428645774722,0.053971298136386,xgb,-0.6,-0.03133832832142601,1,0.05223054720237669
2025-02-28,ABEV3,0.010710438236047622,-0.0082331821322441,0.1215285381663521,xgb,0.6,0.12060863803525024,1,0.20101439672541707
2025-02-28,BBAS3,0.0361911542846764,0.0424295775592327,0.0607483678272007,xgb,0.0,0.0,0,0.03081767717796054
2025-02-28,BBDC4,0.05032710796403714,0.0590022057294845,0.1252056237538512,xgb,0.0,0.0,0,0.058480681733920625
2025-02-28,ITUB4,0.002222434771931892,0.0026055253110826,0.0796922654336913,xgb,0.0,0.0,0,0.06609198800555091
2025-02-28,VALE3,-0.008225073633654352,-0.0096428645774722,0.0700524622356087,xgb,0.0,0.0,3,0.054758574846232685
2025-03-05,ABEV3,-0.007022656880943872,-0.0082331821322441,0.0898028049399433,xgb,0.0,0.0,0,0.19577694788976271
2025-03-05,BBAS3,0.03454267395142518,0.0404969416558742,0.0496729207815763,xgb,0.0,0.0,0,0.03433960202828236
2025-03-05,BBDC4,0.04868338443907539,0.0570751465857028,0.1240126793692241,xgb,0.0,0.0,0,0.06543030061050616
