view_date,ticker,Q,ret_pred,ret_real,q_source,sentiment_signal,sentiment_component,news_count,ret_scale,omega,omega_base,view_confidence
2025-01-07,BBAS3,0.014905223635563047,0.0174745004624128,0.1376980638682245,xgb,0.0,0.0,0,0.055117107145419,0.0011307155402752566,0.00016197805960493615,0.1253027473950117
2025-01-07,BBDC4,-0.009184656606471869,-0.0163361467421054,0.062705582262354,xgb,0.6,0.03230350017180684,1,0.0538391669530114,0.000245286726070252,8.10542775422834e-05,0.24837294929238843
2025-01-07,ITUB4,0.002453418606320403,0.0028763248119503,0.0801254158083691,xgb,0.0,0.0,0,0.0487825301039826,0.0003415897970624403,4.8933662391823745e-05,0.1253027473950117
2025-01-07,VALE3,-0.008936171300598707,-0.0181596595793962,0.0425035849277688,xgb,0.8,0.04457233119270257,2,0.055715413990878204,8.867474769393522e-05,6.537534865182973e-05,0.42437720068084195
2025-01-08,ABEV3,0.013872611751909895,0.0162638928741216,-0.0502798440856915,xgb,0.0,0.0,0,0.05043921376771055,0.0006406774846054598,0.00011643463696399955,0.15378783887733272
2025-01-08,BBAS3,0.016799184827864865,0.0196949318051338,0.1528489811327623,xgb,0.0,0.0,0,0.055117107145419,0.0011307155402752566,0.00016197805960493615,0.1253027473950117
2025-01-08,BBDC4,-0.00434651887828421,-0.005095746833831,0.0920873999539839,xgb,0.0,0.0,0,0.0538391669530114,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-01-08,ITUB4,0.00927975923673624,0.0108793508261442,0.0982056861491895,xgb,0.0,0.0,0,0.0487825301039826,0.0003415897970624403,4.8933662391823745e-05,0.1253027473950117
2025-01-08,VALE3,-0.014522149634130014,-0.0170253943651914,0.067141875234062,xgb,0.0,0.0,1,0.055715413990878204,0.00018073940782064994,6.537534865182973e-05,0.2656295363546799
2025-01-09,ABEV3,0.010272710044092501,0.0166097097098827,-0.0494482127369942,xgb,-0.6,-0.02649031845093498,1,0.0441505307515583,0.0002841996866634956,0.00011643463696399955,0.29062571551472716
2025-01-09,BBAS3,0.016799184827864865,0.0196949318051338,0.1350752669574424,xgb,0.0,0.0,0,0.1470258772849964,0.0011307155402752566,0.00016197805960493615,0.1253027473950117
2025-01-09,BBDC4,-0.00434651887828421,-0.005095746833831,0.059075215296925,xgb,0.0,0.0,0,0.06872871573228184,0.00045710472970329974,8.10542775422834e-05,0.1506139941002514
2025-01-09,ITUB4,0.004103655137622022,0.0048110196366906,0.0882842991776565,xgb,0.0,0.0,0,0.09425451027261618,0.0003415897970624403,4.8933662391823745e-05,0.1253027473950117
2025-01-09,VALE3,-0.01725295959664629,-0.0159085933119058,0.0679122160727961,xgb,-0.8,-0.025052072527087955,2,0.03131509065885994,0.00011450556717275696,6.537534865182973e-05,0.3634368234792699
2025-01-10,ABEV3,0.02610660631881881,0.0306067131459712,-0.0171717395252424,xgb,0.0,0.0,0,0.04503347774913095,0.0003485007857078357,0.00011643463696399955,0.2504318477066921
2025-01-10,BBAS3,0.016799184827864865,0.0196949318051338,0.1389894012617371,xgb,0.0,0.0,0,0.14503410889707072,0.0006172811989375839,0.00016197805960493615,0.20786157858154966
2025-01-10,BBDC4,-0.0041608317667199655,-0.0048780520446598,0.0723536235013491,xgb,0.0,0.0,0,0.0671197989930557,0.00035742428291584457,8.10542775422834e-05,0.18485345659226043
2025-01-10,ITUB4,0.005190220412291203,0.0060848807916045,0.113069672651445,xgb,0.0,0.0,0,0.09325947509012289,0.00027907625647807685,4.8933662391823745e-05,0.14918348372029697
2025-01-10,VALE3,-0.015489643767431721,-0.0181596595793962,0.0726095180682828,xgb,0.0,0.0,0,0.037414611561182635,0.00045636379921965833,6.537534865182973e-05,0.1253027473950117
2025-01-13,ABEV3,0.029863007301798212,0.0350106209516525,-0.0252266872237426,xgb,0.0,0.0,0,0.04105322943143259,0.00045514695652294117,0.00011643463696399955,0.20370606452473142
2025-01-13,BBAS3,0.016799184827864865,0.0196949318051338,0.1475793839922457,xgb,0.0,0.0,0,0.14417057923488022,0.0006744020902156817,0.00016197805960493615,0.19366559529141897
2025-01-13,BBDC4,-0.01014796822738382,-0.0048780520446598,0.0918470936425737,xgb,-0.6,-0.04072049292511571,1,0.06786748820852619,0.00020365140309504734,8.10542775422834e-05,0.28469497819937606
2025-01-13,ITUB4,0.008893525151239177,0.010426539927721,0.1163590172672098,xgb,0.0,0.0,0,0.09608950331316891,0.0002663132576360712,4.8933662391823745e-05,0.1552232846160521
2025-01-13,VALE3,-0.020080011430178943,-0.0235412884503602,0.0684620368020654,xgb,0.0,0.0,0,0.04244245534791123,0.00045636379921965833,6.537534865182973e-05,0.1253027473950117
2025-01-14,ABEV3,-0.007581223584993414,-0.0088880313560366,-0.0262102130026274,xgb,0.0,0.0,0,0.03907491165547134,0.0001782834159437679,0.00011643463696399955,0.39507127512286455
2025-01-14,BBAS3,0.016799184827864865,0.0196949318051338,0.113038913972506,xgb,0.0,0.0,0,0.1445966798295509,0.00047976593237898934,0.00016197805960493615,0.2524029233280199
2025-01-14,BBDC4,-0.008996704235456158,-0.0178766790777444,0.0266286830701386,xgb,0.6,0.042518963332669274,1,0.07086493888778213,0.00010706610017796721,8.10542775422834e-05,0.43086388898717454
2025-01-14,ITUB4,0.006613978890202602,0.0077540585771203,0.0876145859080899,xgb,0.0,0.0,0,0.09862319255742402,0.0001764899635125004,4.8933662391823745e-05,0.21707424053498503
2025-01-14,VALE3,-0.025695360528864196,-0.0235412884503602,0.0551528054799131,xgb,-0.8358009695564685,-0.038191844255995776,4,0.0456949030296805,5.854209758363567e-05,6.537534865182973e-05,0.527571787814323
2025-01-15,ABEV3,-0.005899403093842269,-0.0069163083098828,-0.0366604108230457,xgb,0.0,0.0,0,0.03764550069404424,0.00024352601511413912,0.00011643463696399955,0.3234649017657753
2025-01-15,BBAS3,0.016799184827864865,0.0196949318051338,0.0827484017355159,xgb,0.0,0.0,1,0.14109026140099035,0.0001983402745856414,0.00016197805960493615,0.4495415421166541
2025-01-15,BBDC4,-0.008613451778198316,-0.0100981891155242,0.0057910527689609,xgb,0.0,0.0,0,0.0659497993524884,0.00010918773499838375,8.10542775422834e-05,0.4260587683015433
2025-01-15,ITUB4,0.006613978890202602,0.0077540585771203,0.0504644524159477,xgb,0.0,0.0,0,0.09740001404083135,0.00010560039987687553,4.8933662391823745e-05,0.3166529221676664
2025-01-15,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0420683776754223,xgb,0.0,0.0,0,0.046745781079706346,0.0001679317161378584,6.537534865182973e-05,0.2802116117262097
2025-01-16,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0045024784291762,xgb,0.0,0.0,0,0.03754699170694438,0.0001515642245199243,0.00011643463696399955,0.434459446280088
2025-01-16,BBAS3,0.014545630218535523,0.0170529223978519,0.1246763289161356,xgb,0.0,0.0,0,0.1352560754344429,0.0006000272041084084,0.00016197805960493615,0.21256816365755446
2025-01-16,BBDC4,-0.0006870791724912145,-0.0008055139333009,0.0400395877282744,xgb,0.0,0.0,0,0.05993392469413565,0.00019105666335660591,8.10542775422834e-05,0.2978721740277303
2025-01-16,ITUB4,0.006613978890202602,0.0077540585771203,0.0797983304403971,xgb,0.0,0.0,0,0.09270645787834297,0.0001775026908420432,4.8933662391823745e-05,0.2161033848716169
2025-01-16,VALE3,-0.013786571515300883,-0.0085049644112586,0.0553953228331306,xgb,-0.9600000000000001,-0.04442691910970682,6,0.04627804073927794,3.50450030405907e-05,6.537534865182973e-05,0.6510169258525327
2025-01-17,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0009013252768548,xgb,0.0,0.0,0,0.03454294504532909,0.00014129370192700433,0.00011643463696399955,0.45177273661489364
2025-01-17,BBAS3,0.017666361782741263,0.020711587741971,0.1400191392084192,xgb,0.0,0.0,0,0.134294280296415,0.0006955702416819037,0.00016197805960493615,0.188885056808895
2025-01-17,BBDC4,0.002039953421865951,0.0023915888741612,0.0536861225388397,xgb,0.0,0.0,0,0.05812534860633009,0.00023962947923811875,8.10542775422834e-05,0.2527545465852446
2025-01-17,ITUB4,0.006613978890202602,0.0077540585771203,0.0746740460842755,xgb,0.0,0.0,0,0.09153299174762063,0.00016373125030168622,4.8933662391823745e-05,0.23009748891838275
2025-01-17,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0160206299959203,xgb,0.0,0.0,0,0.04710688456599182,0.00010394579941462332,6.537534865182973e-05,0.38610267765354406
2025-01-20,ABEV3,-0.009632728792620133,-0.0069163083098828,0.003613447013484,xgb,-0.8,-0.025391581385031656,2,0.031739476731289566,6.825069003790424e-05,0.00011643463696399955,0.6304487684763355
2025-01-20,BBAS3,0.017666361782741263,0.020711587741971,0.1467643640461903,xgb,0.0,0.0,0,0.13477135187241532,0.000746311497848659,0.00016197805960493615,0.1783330638073659
2025-01-20,BBDC4,0.014929921225696585,0.0175034552812576,0.0494211313435751,xgb,0.0,0.0,0,0.05775541310070589,0.00018877713467622566,8.10542775422834e-05,0.3003885903270809
2025-01-20,ITUB4,0.006613978890202602,0.0077540585771203,0.0634631194009343,xgb,0.0,0.0,0,0.09012807960900854,0.0001364525886160131,4.8933662391823745e-05,0.2639551861359728
2025-01-20,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0263579843089827,xgb,0.0,0.0,3,0.04451636335181919,3.644794903722014e-05,6.537534865182973e-05,0.6420470573588605
2025-01-21,ABEV3,-0.005899403093842269,-0.0069163083098828,-0.0252038816868895,xgb,0.0,0.0,0,0.029575935983766063,0.00036861677057150954,0.00011643463696399955,0.2400459727672798
2025-01-21,BBAS3,0.017666361782741263,0.020711587741971,0.117523344480509,xgb,0.0,0.0,0,0.13569389127039802,0.0005459614352540207,0.00016197805960493615,0.228802123318755
2025-01-21,BBDC4,0.012731456779704973,0.0149260321632027,0.0303646209970594,xgb,0.0,0.0,0,0.05711431450400351,0.00013321944394247072,8.10542775422834e-05,0.3782744658590836
2025-01-21,ITUB4,0.006613978890202602,0.0077540585771203,0.0519405457786033,xgb,0.0,0.0,0,0.08807692882377206,0.00011874630786641517,4.8933662391823745e-05,0.2918277139270867
2025-01-21,VALE3,-0.0072544789955506775,-0.0085049644112586,0.0304461759443985,xgb,0.0,0.0,0,0.04311956496390869,0.000150843749733265,6.537534865182973e-05,0.3023569570870824
2025-01-22,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0018131758080955,xgb,0.0,0.0,0,0.02926364639113202,0.0002476703751234112,0.00011643463696399955,0.31978312052471025
2025-01-22,BBAS3,0.017666361782741263,0.020711587741971,0.0691204135711136,xgb,0.0,0.0,0,0.13439599507112024,0.00031332417297517896,0.00016197805960493615,0.3407896039655857
2025-01-22,BBDC4,0.01676324661694043,0.0196527987718582,0.0416979716338768,xgb,0.0,0.0,0,0.055203622110650365,0.00017916514612415795,8.10542775422834e-05,0.3114843480945592
2025-01-22,ITUB4,0.006613978890202602,0.0077540585771203,0.0528737950275583,xgb,0.0,0.0,0,0.08549575860626,0.00013047451245381817,4.8933662391823745e-05,0.2727504609749527
2025-01-22,VALE3,-0.0098451918549551,-0.0115422494709491,0.0920940835242096,xgb,0.0,0.0,1,0.04221432289108653,0.00023063777669642523,6.537534865182973e-05,0.22085287121953331
2025-01-23,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0063148918312055,xgb,0.0,0.0,0,0.026246021031130464,0.0004435317529235361,0.00011643463696399955,0.2079314742218447
2025-01-23,BBAS3,0.014400655602768719,0.0168829578906297,0.0460776494944674,xgb,0.0,0.0,0,0.12890493944138198,0.0002507959511440805,0.00016197805960493615,0.3924134160263917
2025-01-23,BBDC4,0.019521143652258023,0.0228860862553119,0.040321017972447,xgb,0.0,0.0,0,0.05386555846954455,0.0001696243730604792,8.10542775422834e-05,0.3233393723294206
2025-01-23,ITUB4,0.006613978890202602,0.0077540585771203,0.0519693894768764,xgb,0.0,0.0,0,0.08207692262333986,0.00014382038037033285,4.8933662391823745e-05,0.2538658162008257
2025-01-23,VALE3,-0.005550115210523756,-0.0115422494709491,0.1058191141580326,xgb,0.6,0.02921223514137234,1,0.0486870585689539,0.00025723308510300455,6.537534865182973e-05,0.20264612394328047
2025-01-24,ABEV3,-0.005899403093842269,-0.0069163083098828,0.0146122321522631,xgb,0.0,0.0,0,0.024780284277968533,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-01-24,BBAS3,0.014400655602768719,0.0168829578906297,0.0437328121165414,xgb,0.0,0.0,0,0.12140929589261981,0.00024947116118058274,0.00016197805960493615,0.3936769142391265
2025-01-24,BBDC4,0.025487716009044897,0.0298811420798301,0.0303585937586977,xgb,0.0,0.0,0,0.05140212103856589,7.69529451741727e-05,8.10542775422834e-05,0.5129783066166239
2025-01-24,ITUB4,0.013449334556351536,0.0077540585771203,0.0489107583954647,xgb,0.6,0.04648951195162921,1,0.07748251991938201,8.466939318348089e-05,4.8933662391823745e-05,0.3662615512879685
2025-01-24,VALE3,-0.007533537137964593,-0.008832124993205,0.0831854541682601,xgb,0.0,0.0,1,0.05495590090212748,0.00020694021704383095,6.537534865182973e-05,0.2400720226360218
2025-01-27,ABEV3,-0.005899403093842269,-0.0069163083098828,-0.0027014448177213,xgb,0.0,0.0,0,0.023312970537260308,0.00019748378441737806,0.00011643463696399955,0.37090730913986025
2025-01-27,BBAS3,0.022169016548460065,0.0142007796093821,0.0185918225195338,xgb,0.6,0.06839539134659188,1,0.11399231891098646,9.525806905888458e-05,0.00016197805960493615,0.6296862748102683
2025-01-27,BBDC4,0.021030389633052367,0.0246554873883724,0.0178478534485464,xgb,0.0,0.0,0,0.04974126403350395,0.00013810728872452072,8.10542775422834e-05,0.36983801002594174
2025-01-27,ITUB4,0.006613978890202602,0.0077540585771203,0.0352620738354118,xgb,0.0,0.0,0,0.07555379385585836,0.00012455822476674993,4.8933662391823745e-05,0.28205158865496566
2025-01-27,VALE3,-0.013757301711370427,-0.010032795369625,0.0560355051486258,xgb,-0.6,-0.035364393393996205,1,0.058940655656660346,0.00015248582304828537,6.537534865182973e-05,0.30007801822446173
2025-01-28,ABEV3,-0.008690355724449636,-0.0082331821322441,0.0517432522490669,xgb,-0.6,-0.01134257076055859,1,0.018904284600930982,0.0007293245799169256,0.00011643463696399955,0.137668776928496
2025-01-28,BBAS3,0.024520379005921453,0.0142007796093821,0.0194251024729916,xgb,0.8,0.08438778419457826,2,0.10548473024322283,6.348982282818937e-05,0.00016197805960493615,0.7184085726843128
2025-01-28,BBDC4,0.030003932116519635,0.0351758375763893,-0.0061954114658184,xgb,0.0,0.0,0,0.046537140546803406,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-01-28,ITUB4,0.006613978890202602,0.0077540585771203,0.0310201493400373,xgb,0.0,0.0,0,0.07234926942921856,0.00010884043126301024,4.8933662391823745e-05,0.31015017268219613
2025-01-28,VALE3,-0.012028373742307627,-0.0096428645774722,0.0744606095676468,xgb,-0.43179269316669977,-0.02586750046270622,3,0.05990722138672157,8.147215810074743e-05,6.537534865182973e-05,0.44519209142570204
2025-01-29,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1160597255361574,xgb,0.0,0.0,0,0.019008813755457793,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-01-29,BBAS3,0.012112838151366418,0.0142007796093821,0.0187731263094772,xgb,0.0,0.0,0,0.09595445319609637,0.00018704070569284934,0.00016197805960493615,0.46409556078377395
2025-01-29,BBDC4,0.07837962382540527,0.0918902531266212,-0.001907944059788,xgb,0.0,0.0,0,0.04040199851193444,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-01-29,ITUB4,0.006613978890202602,0.0077540585771203,0.0325096976397617,xgb,0.0,0.0,0,0.06755030251427911,0.00011514771645829753,4.8933662391823745e-05,0.2982280057295336
2025-01-29,VALE3,-0.0037825612863083766,-0.0096428645774722,0.0641833575049733,xgb,0.5,0.030214994062417382,2,0.060429988124834765,8.742323310796646e-05,6.537534865182973e-05,0.427853111585824
2025-01-30,ABEV3,-0.007022656880943872,-0.0082331821322441,0.0952284371437408,xgb,0.0,0.0,0,0.023766778955398023,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-01-30,BBAS3,0.012112838151366418,0.0142007796093821,-0.0120110300259546,xgb,0.0,0.0,0,0.08764715743552742,0.0006285325153324033,0.00016197805960493615,0.20490309015508806
2025-01-30,BBDC4,0.02274675378319868,0.026667708531022,-0.075453783565233,xgb,0.0,0.0,0,0.03631862199499609,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-01-30,ITUB4,0.006613978890202602,0.0077540585771203,-0.0163190956086638,xgb,0.0,0.0,0,0.06356640240442948,0.00011581830444546769,4.8933662391823745e-05,0.2970141317957708
2025-01-30,VALE3,-0.0029175554294266354,-0.0096428645774722,0.002178237073006,xgb,0.6,0.0360981846505656,1,0.060163641084276,4.637721353640635e-05,6.537534865182973e-05,0.5850008927912673
2025-01-31,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1409361269234861,xgb,0.0,0.0,0,0.029342257356719335,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-01-31,BBAS3,0.012112838151366418,0.0142007796093821,0.0032461881855619,xgb,0.0,0.0,0,0.07857727377582867,0.0003068271989934736,0.00016197805960493615,0.3455124630837185
2025-01-31,BBDC4,0.025113080019911613,0.0294419284909963,-0.0510701046979626,xgb,0.0,0.0,0,0.03654006199955922,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-01-31,ITUB4,0.006613978890202602,0.0077540585771203,0.005018802233113,xgb,0.0,0.0,0,0.05665564690137369,5.255647540310932e-05,4.8933662391823745e-05,0.48215189628274185
2025-01-31,VALE3,-0.008225073633654352,-0.0096428645774722,0.0258761342509264,xgb,0.0,0.0,0,0.05513283529889908,0.00013095116016493803,6.537534865182973e-05,0.33299297708617015
2025-02-03,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1527249068548803,xgb,0.0,0.0,0,0.03760721733527244,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-02-03,BBAS3,0.012112838151366418,0.0142007796093821,0.0043367354069764,xgb,0.0,0.0,0,0.06826775978963696,0.0003654916398879925,0.00016197805960493615,0.3070850510667251
2025-02-03,BBDC4,0.031787239525609474,0.0372665412724018,-0.0407745995372626,xgb,0.0,0.0,0,0.033627419932087,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-02-03,ITUB4,0.0059880614050564634,0.0070202490314841,0.0161550056184464,xgb,0.0,0.0,0,0.0487027743989382,8.400078212864064e-05,4.8933662391823745e-05,0.36810371133187175
2025-02-03,VALE3,-0.008225073633654352,-0.0096428645774722,0.0360513746952171,xgb,0.0,0.0,0,0.052090985116674864,0.00015795163304508608,6.537534865182973e-05,0.29273376712068183
2025-02-04,ABEV3,-0.005899403093842269,-0.0069163083098828,0.183849488810715,xgb,0.0,0.0,0,0.04664398118186193,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-02-04,BBAS3,0.012112838151366418,0.0142007796093821,0.0103888453565711,xgb,0.0,0.0,0,0.0605033184635277,0.0002854389581343756,0.00016197805960493615,0.3620292773470519
2025-02-04,BBDC4,0.03605981299286811,0.042275596410036,-0.0269800793836255,xgb,0.0,0.0,0,0.03463784253688157,0.0004141084159942504,8.10542775422834e-05,0.1636922138931355
2025-02-04,ITUB4,0.0059880614050564634,0.0070202490314841,0.0168811276373241,xgb,0.0,0.0,0,0.04359851866396366,9.142313936329938e-05,4.8933662391823745e-05,0.3486376276740549
2025-02-04,VALE3,-0.008225073633654352,-0.0096428645774722,0.054047766124934,xgb,0.0,0.0,0,0.05072659720348229,0.0002458519719898857,6.537534865182973e-05,0.21005658666801222
2025-02-05,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1927415577582833,xgb,0.0,0.0,0,0.05715748675240974,0.000812791891461145,0.00011643463696399955,0.1253027473950117
2025-02-05,BBAS3,0.012112838151366418,0.0142007796093821,0.0050178541206844,xgb,0.0,0.0,0,0.05533477872217451,0.0008858830243486318,0.00016197805960493615,0.1545797072583274
2025-02-05,BBDC4,0.03262402787923242,0.0382475703954696,-0.0646374340462134,xgb,0.0,0.0,0,0.03615134443792904,0.0005465566529559428,8.10542775422834e-05,0.12914733253281427
2025-02-05,ITUB4,0.011051005796627912,0.0070202490314841,0.0106727098000096,xgb,0.8358009695564685,0.034434757355502096,4,0.04119970975120484,1.635061503290538e-05,4.8933662391823745e-05,0.7495474304397844
2025-02-05,VALE3,-0.008225073633654352,-0.0096428645774722,0.03237724685028,xgb,0.0,0.0,1,0.05158226780701885,9.459333370318006e-05,6.537534865182973e-05,0.4086759213703203
2025-02-06,ABEV3,-0.005899403093842269,-0.0069163083098828,0.169035283656585,xgb,0.0,0.0,0,0.0706031352759174,0.0007012807853291018,0.00011643463696399955,0.14239016874291605
2025-02-06,BBAS3,0.0079853152350505,0.0142007796093821,-0.0153931749284615,xgb,-0.6,-0.02807264688492822,1,0.0467877448082137,0.0009625429102647961,0.00016197805960493615,0.14404183109515528
2025-02-06,BBDC4,0.03262402787923242,0.0382475703954696,-0.0844478220761639,xgb,0.0,0.0,0,0.037908333460638974,0.0005658132431415461,8.10542775422834e-05,0.1253027473950117
2025-02-06,ITUB4,0.009187038388853628,0.0070202490314841,5.903831512294568e-05,xgb,0.6,0.02175729925184915,1,0.03626216541974858,5.33452990454545e-05,4.8933662391823745e-05,0.47843331320715377
2025-02-06,VALE3,-0.006600656967187508,-0.007738440297544,0.0256918375148985,xgb,0.0,0.0,0,0.049938119522529516,0.00016534647494562802,6.537534865182973e-05,0.28335138667198917
2025-02-07,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1830892269400557,xgb,0.0,0.0,0,0.0826127037316124,0.0006509514825070086,0.00011643463696399955,0.15172888068950593
2025-02-07,BBAS3,0.008770619356341911,0.0142007796093821,-0.0032550173108373,xgb,-0.6,-0.02273153413007289,1,0.037885890216788155,0.0005777396546058198,0.00016197805960493615,0.21897280069568043
2025-02-07,BBDC4,0.07357254175973126,0.0807240158319473,-0.0443935041738537,xgb,0.8,0.03208447817064399,2,0.040105597713304984,0.0001461299782705799,8.10542775422834e-05,0.3567777056216853
2025-02-07,ITUB4,0.0059880614050564634,0.0070202490314841,0.0104649357580543,xgb,0.0,0.0,0,0.030932522007666257,8.575603903620089e-05,4.8933662391823745e-05,0.36330663646153283
2025-02-07,VALE3,-0.008225073633654352,-0.0096428645774722,0.018578911122402,xgb,0.0,0.0,1,0.05062892005959939,9.414752574090839e-05,6.537534865182973e-05,0.4098180207741152
2025-02-10,ABEV3,-0.005899403093842269,-0.0069163083098828,0.1948528218655136,xgb,0.0,0.0,0,0.0954324022977961,0.0006257664292770281,0.00011643463696399955,0.1568774854416441
2025-02-10,BBAS3,0.012112838151366418,0.0142007796093821,0.0114414199226952,xgb,0.0,0.0,1,0.02763522259283437,0.00014021342914329673,0.00016197805960493615,0.5360113227407479
2025-02-10,BBDC4,0.0307902067885276,0.0360976457595825,-0.0279109594816537,xgb,0.0,0.0,0,0.039746481486896315,0.00021732396300940424,8.10542775422834e-05,0.27164942521417706
2025-02-10,ITUB4,0.0059880614050564634,0.0070202490314841,0.0156940259152662,xgb,0.0,0.0,0,0.02714693746174626,0.00022641811498935,4.8933662391823745e-05,0.1777132614040988
2025-02-10,VALE3,-0.0038077079662498445,-0.0096428645774722,0.0219078385007506,xgb,0.6,0.030043963184906174,1,0.050073271974843625,0.00011282963570149962,6.537534865182973e-05,0.36685477058379673
2025-02-11,ABEV3,-0.007022656880943872,-0.0082331821322441,0.2187544199250574,xgb,0.0,0.0,0,0.10755018373912639,0.0006545519173952809,0.00011643463696399955,0.15102032104925775
2025-02-11,BBAS3,0.012112838151366418,0.0142007796093821,0.0169387772210121,xgb,0.0,0.0,0,0.020057942267276245,0.00024158000585945577,0.00016197805960493615,0.4013748539966384
2025-02-11,BBDC4,0.029801267298415205,0.0349382385611534,-0.0106004754748085,xgb,0.0,0.0,0,0.03957121995008162,0.00017455108745599227,8.10542775422834e-05,0.3171071058810921
2025-02-11,ITUB4,0.0059880614050564634,0.0070202490314841,0.0372339961626632,xgb,0.0,0.0,0,0.02455790032865075,0.0003415897970624403,4.8933662391823745e-05,0.1253027473950117
2025-02-11,VALE3,-0.008225073633654352,-0.0096428645774722,0.058565654022549,xgb,0.0,0.0,1,0.04946339072886878,0.0002494474520061703,6.537534865182973e-05,0.20765760458007176
2025-02-12,ABEV3,-0.005899403093842269,-0.0069163083098828,0.22666421603523,xgb,0.0,0.0,0,0.12304598689033795,0.0006441117024883628,0.00011643463696399955,0.15309341577771485
