view_date,ABEV3
2025-06-02,-0.00416863476857543
2025-06-03,-0.0001790473615983501
2025-06-04,0.007951179519295692
2025-06-05,-0.0083674481138587
2025-06-06,0.007615421898663044
2025-06-09,-0.00738739687949419
2025-06-10,-0.010715239681303501
2025-06-11,0.0024961773306131363
2025-06-12,0.0015960526652634144
2025-06-13,-0.004930362105369568
2025-06-16,-0.003526746528223157
2025-06-17,-0.01642492786049843
2025-06-18,-0.012701161205768585
2025-06-20,-0.018235964700579643
2025-06-23,-0.003685066243633628
2025-06-24,0.00023840577341616154
2025-06-25,-0.0025126392046721383
2025-06-26,-0.0014416060876101255
2025-06-27,-0.0014555209781974554
2025-06-30,-0.00878475047647953
2025-07-01,0.004435362294316292
2025-07-02,-0.001817582524381578
2025-07-03,0.015108050778508186
2025-07-04,0.013752696149042874
2025-07-07,0.0017770354544544326
2025-07-08,-0.007852979935705662
2025-07-09,-0.00943424366414547
2025-07-10,0.011464996263384819
2025-07-11,-0.017014093697071075
2025-07-14,-0.018976477906107903
2025-07-15,0.01111669559031725
2025-07-16,-0.006885543512948021
2025-07-17,0.00803984422236681
2025-07-18,0.008346287533640862
2025-07-21,-0.00828582519149807
2025-07-22,0.0004161326214671135
2025-07-23,-0.0015325949061661959
2025-07-24,-0.017629673704504967
2025-07-25,-0.008838598616421223
2025-07-28,-0.003698124783113599
2025-07-29,-0.0001742132008075714
2025-07-30,-0.005133272614330053
2025-07-31,-0.01601738178594778
2025-08-01,-0.0064207278192043304
2025-08-04,-0.0189366415143013
2025-08-05,-0.013688510283827782
2025-08-06,-0.007639378309249878
2025-08-07,-0.00035305020865052886
2025-08-08,0.01635635830461979
2025-08-11,0.012111593037843704
2025-08-12,0.006597164086997509
2025-08-13,-0.0051161847077310085
2025-08-14,-0.008503608405590057
2025-08-15,-0.009839355014264584
2025-08-18,-0.004227447789162397
2025-08-19,-0.001197607843537948
2025-08-20,-0.0008236240479163825
2025-08-21,0.016258463263511658
2025-08-22,-0.00891804788261652
2025-08-25,0.004105823114514351
2025-08-26,-0.0007126089651137593
2025-08-27,-0.014290986582636833
2025-08-28,0.011527626775205135
2025-08-29,0.006243675947189331
2025-09-01,0.012496720922769912
2025-09-02,-0.004789453931152821
2025-09-03,0.005758939419839798
2025-09-04,-0.012714962505768718
2025-09-05,0.0062950788997113705
2025-09-08,0.00410561403259635
2025-09-09,-0.002787743927910924
2025-09-10,-0.0036357822827994823
2025-09-11,0.0004236928070895374
2025-09-12,0.015733154490590096
2025-09-15,0.008788950741291046
2025-09-16,0.019844021648168564
2025-09-17,0.005042365752160549
2025-09-18,-0.008059234358370304
2025-09-19,-0.005763585679233074
2025-09-22,-0.005934769358386153
2025-09-23,-0.015605864115059376
2025-09-24,-0.009981379844248295
2025-09-25,-0.011488663032650948
2025-09-26,-0.007285778410732746
2025-09-29,0.004167212047780465
2025-09-30,-0.01074448295001739
2025-10-01,-0.011869232170283794
2025-10-02,-0.017050825404502187
2025-10-03,-0.0013576448013606882
2025-10-06,-0.009743729847659671
2025-10-07,-0.0033782836981117725
2025-10-08,-0.0009802189888432622
2025-10-09,-0.003426081861834973
2025-10-10,0.0038256945271444107
2025-10-13,-0.0018407031877099404
2025-10-14,0.000530386227183044
2025-10-15,-0.0004559768713079393
2025-10-16,-0.0020313183777034283
2025-10-17,-0.00403643399477005
2025-10-20,0.01736896112561226
2025-10-21,-0.006420563906431198
2025-10-22,0.006175628863275051
2025-10-23,-0.0028510946497720267
2025-10-24,-0.009759071283042431
2025-10-27,-0.01103142462670803
2025-10-28,-0.008601835298551512
2025-10-29,-0.0051406631246209145
2025-10-30,-0.005699592573116514
2025-10-31,0.014091473655883289
2025-11-03,0.009999263100326061
2025-11-04,0.011228656396269798
2025-11-05,-0.007557263994905432
2025-11-06,-0.00252994685433805
2025-11-07,-0.0040345005670263025
2025-11-10,-0.015193427537867267
2025-11-11,-0.013114729896187782
2025-11-12,0.001127899275161326
2025-11-13,0.0041296351701021194
2025-11-14,0.007452396210283041
2025-11-17,-0.007867011241614819
2025-11-18,-0.004585282877087593
2025-11-19,-0.0016071368008852005
2025-11-21,-0.011255471906250543
2025-11-24,-0.0034840251319110394
2025-11-25,-0.009930950589478016
2025-11-26,-0.0020879735238850117
2025-11-27,-0.006280074827373028
2025-11-28,-0.009163145907223225
2025-12-01,0.001404250053954976
2025-12-02,-0.011763094396363678
2025-12-03,0.0073554296187856895
2025-12-04,-0.007865006574762187
2025-12-05,-0.015158476307988167
2025-12-08,-0.009404119104146957
2025-12-09,-0.006310304140599143
2025-12-10,-0.013789850741193769
2025-12-11,-0.01126720942556858
2025-12-12,-0.011107252910733223
2025-12-15,0.004061629995703697
2025-12-16,0.01113798567426524
2025-12-17,-0.004460369236767292
2025-12-18,0.016941182870816973
2025-12-19,-0.009510411880910397
2025-12-22,-0.004261309205321595
2025-12-23,-0.013411049731075764
2025-12-26,-0.010663321241736412
2025-12-29,0.006561546830926091
2025-12-30,0.0024569733068346977
