view_date,ticker,ret_pred_model_mean,ret_real,context_days_used
2025-10-29,ABEV3,0.018887830898165703,0.00043895348790101707,150
2025-10-30,ABEV3,0.004857421386986971,0.03689265251159668,150
2025-10-31,ABEV3,-0.017470989376306534,0.02235768735408783,150
2025-11-03,ABEV3,-0.015276013873517513,0.007699280511587858,150
2025-11-04,ABEV3,-0.004117179196327925,0.014825324527919292,150
2025-11-05,ABEV3,-0.0056519294157624245,0.011462169699370861,150
2025-11-06,ABEV3,0.004607656970620155,-0.004092689137905836,150
2025-11-07,ABEV3,-0.022457614541053772,-7.116740016499534e-05,150
2025-11-10,ABEV3,-0.012422878295183182,0.0006419396959245205,150
2025-11-11,ABEV3,0.031423889100551605,0.026280678808689117,150
2025-11-12,ABEV3,0.02158452942967415,0.007136361673474312,150
2025-11-13,ABEV3,0.018473636358976364,0.004143469501286745,150
2025-11-14,ABEV3,0.021731732413172722,0.006443807855248451,150
2025-11-17,ABEV3,0.033541347831487656,0.0008060996769927442,150
2025-11-18,ABEV3,0.007283244282007217,0.001441627973690629,150
2025-11-19,ABEV3,-0.015944678336381912,-0.009608355350792408,150
2025-11-21,ABEV3,0.00731827924028039,-0.00524002593010664,150
2025-11-24,ABEV3,0.02363024652004242,0.012549275532364845,150
2025-11-25,ABEV3,0.013673249632120132,-0.0017257601721212268,150
2025-11-26,ABEV3,0.005631730426102877,-0.00588835496455431,150
2025-11-27,ABEV3,0.0007143330294638872,0.005890290252864361,150
2025-11-28,ABEV3,-0.006574733182787895,0.008911162614822388,150
2025-12-01,ABEV3,-0.011737305670976639,0.0060744015499949455,150
2025-12-02,ABEV3,-0.024729186668992043,0.006260777357965708,150
2025-12-03,ABEV3,-0.017353685572743416,0.00383398262783885,150
2025-12-04,ABEV3,0.020252563059329987,-0.00875135324895382,150
2025-12-05,ABEV3,-0.0033266516402363777,-0.011174620129168034,150
2025-12-08,ABEV3,-0.013657761737704277,-0.009466060437262058,150
2025-12-09,ABEV3,-0.0033966919872909784,-0.003464644541963935,150
2025-12-10,ABEV3,-0.006568335462361574,-0.01654144562780857,150
2025-12-11,ABEV3,-0.014577043242752552,0.024621520191431046,150
2025-12-12,ABEV3,0.0007842113845981658,0.018176153302192688,150
2025-12-15,ABEV3,-0.010270700789988041,0.01760699227452278,150
2025-12-16,ABEV3,-0.01736394129693508,-0.0013977841008454561,150
2025-12-17,ABEV3,-0.0199750903993845,-0.012190322391688824,150
2025-12-18,ABEV3,-0.0384778268635273,0.0007621588883921504,150
2025-12-19,ABEV3,-0.01587510295212269,-0.05632169544696808,150
2025-12-22,ABEV3,-0.01946244016289711,-0.012245040386915207,150
2025-12-23,ABEV3,0.02030113711953163,0.026746995747089386,150
2025-12-26,ABEV3,0.015359453856945038,0.017756912857294083,150
2025-12-29,ABEV3,0.011297558434307575,0.004288489930331707,150
2025-12-30,ABEV3,-0.015195995569229126,0.01645827107131481,150
