time_hour,real_value,pred_median,pred_conf_filter,pred_pod,pred_trimmed_mean,pred_zscore
2025-06-25 00:00:00,-0.022986721247434616,-0.0066881305538117886,-0.0021101111778989434,-0.007158513959811536,-0.007541609142936068,-0.3580840215628857
2025-06-26 00:00:00,0.004132930189371109,-0.010998931713402271,-0.00642969727050513,-0.009743826958164573,-0.010969589905289467,-1.2692271830538209
2025-06-27 00:00:00,-0.012119496241211891,-0.010219590738415718,-0.004763908218592405,-0.010542821241519413,-0.010738378073074272,-0.6407049173266669
2025-06-30 00:00:00,0.006705061532557011,-0.01533031975850463,-0.003982132999226451,-0.013563565839012151,-0.014615264629537706,-0.6949941945224895
2025-07-01 00:00:00,0.008539860136806965,-0.01305448915809393,-0.005654646083712578,-0.014263063936983233,-0.013937598753909698,-0.51729309496626
2025-07-02 00:00:00,0.018112313002347946,-0.007748449686914682,-0.0022245337604545057,-0.009325007701665163,-0.008890595992852468,-0.3313894634734392
2025-07-03 00:00:00,4.064573658979498e-05,0.005535537144169211,0.000364274084859062,0.006402443823136855,0.005113874136077357,0.3080619532141769
2025-07-04 00:00:00,-0.0008534104563295841,-0.01176346093416214,-0.004444552236236632,-0.013300813125097195,-0.01248798129199713,-0.5926629202933249
2025-07-07 00:00:00,-0.012356038205325603,-0.03517747297883034,-0.015938239404931664,-0.029538962797625575,-0.03338383893587889,-0.9977507301358349
2025-07-08 00:00:00,0.0006344828871078789,-0.012498652096837759,-0.004757352056913078,-0.012636744355986593,-0.012479119019917561,-0.4749636490201178
2025-07-09 00:00:00,-0.004473303910344839,-0.025653107091784477,-0.01816178299486637,-0.02376551116327755,-0.026050425705034286,-1.7977485040536425
2025-07-10 00:00:00,-0.007542099338024855,0.0004613156634150073,0.0,0.0001645398748398294,-0.00029525535755965394,0.03669816143064025
2025-07-11 00:00:00,0.004444230813533068,0.005073210224509239,0.0,0.007018895598780362,0.005018160128383897,0.18837840981179446
2025-07-14 00:00:00,0.006760675460100174,0.007740811677649617,0.0,0.006869600163423457,0.009215062599105294,0.20430901861270245
2025-07-15 00:00:00,-0.005737781058996916,-0.00828519370406866,-0.0031268842867575586,-0.008468898160010577,-0.008990536759665702,-0.5579230915608687
2025-07-16 00:00:00,0.021574733778834343,-0.008103016763925552,-0.003327968413941562,-0.007090100832865574,-0.007708603132050485,-0.9652449563150053
2025-07-17 00:00:00,-0.005594323854893446,-0.019423377700150013,-0.01357920840382576,-0.021088992960099133,-0.020107947173528373,-1.0059658010456045
2025-07-18 00:00:00,-0.011645178310573101,-0.0026683014584705234,0.0,-0.0019021129194792595,-0.0035876012241715218,-0.14032743155148775
2025-07-21 00:00:00,-0.000385249120881781,-0.0012130305403843522,0.0,-0.0012989225688390437,-0.0013244433976069558,-0.11356604795712738
2025-07-22 00:00:00,0.00787599291652441,-0.001778202597051859,0.0,-0.0009603631412610412,-0.001171492345747538,-0.1632932402044369
2025-07-23 00:00:00,0.011169510893523693,0.01109829405322671,0.0005793839663965628,0.008217648485756946,0.010506839597474027,0.7286612250282091
2025-07-24 00:00:00,-0.007468588650226593,0.005696200532838702,0.0,0.004513235172367423,0.005431943869552924,0.29594110697707743
2025-07-25 00:00:00,6.115418364061043e-05,-0.008377691265195608,-0.002698170952498913,-0.00694146539257199,-0.008260080575382744,-0.8303623673203584
2025-07-28 00:00:00,-0.025604277849197388,0.015411010012030602,0.004242669034283608,0.016871658691074116,0.01574131857178145,0.4283434927560912
2025-07-29 00:00:00,-0.0007930918363854289,-0.0041176145896315575,-0.0015416804235428572,-0.0044319262552744475,-0.004566404575780325,-0.5643500588539528
2025-07-30 00:00:00,0.0007973102619871497,-0.009752568323165178,-0.006942350999452174,-0.009393543761095496,-0.009546536434208974,-1.4796430429410774
2025-07-31 00:00:00,-0.05457913875579834,-0.002064374857582152,0.0,-0.0033777089171926483,-0.0035597519326984184,-0.07568755158474481
2025-08-01 00:00:00,-0.009220164269208908,0.010861812625080347,0.0,0.010213913238001988,0.00897720501270669,0.2132425819649623
2025-08-04 00:00:00,0.008544426411390305,0.01333738723769784,0.005353170563466847,0.012602950521570164,0.013778320390701992,0.7140133446923477
2025-08-05 00:00:00,-0.0013304025633260608,-0.009545841719955206,-0.005268478416837752,-0.008955072767683305,-0.009251948633209394,-0.8744849814715105
2025-08-06 00:00:00,0.006229011807590723,0.004578990861773491,0.0,0.0037300786473759206,0.0037572069051748256,0.10807938414752384
2025-08-07 00:00:00,0.0053198314271867275,-0.022433686070144176,-0.018370845820754766,-0.022292105829343198,-0.02332338362466544,-2.2158531489160467
2025-08-08 00:00:00,-0.015860162675380707,-0.01015866408124566,-0.007619138574227691,-0.009487432385937427,-0.010532858222723008,-1.4838093216323418
2025-08-11 00:00:00,-0.003626799676567316,-0.003949020057916641,0.0,-0.004379989581980044,-0.0031093893685465446,-0.13728909375431786
2025-08-12 00:00:00,0.002678650664165616,-0.03226068615913391,-0.023258242290467024,-0.03001757441321388,-0.032433827174827456,-1.754979494451999
2025-08-13 00:00:00,-0.020956572145223618,-0.01564823929220438,-0.012836230220273137,-0.014959221296943723,-0.015323635120876134,-2.732140323271472
2025-08-14 00:00:00,-0.0029078228399157524,0.010818548034876585,0.001300127391004935,0.01021059107668698,0.010936033274629154,0.4579281581553345
2025-08-15 00:00:00,-0.001775561016984284,-0.002599732717499137,0.0,-0.0028962982503697283,-0.004656554207758745,-0.09630722947872289
2025-08-18 00:00:00,0.006688681431114674,0.006345323286950588,0.0,0.005807338432839606,0.006218832044032752,0.19091380760828644
2025-08-19 00:00:00,-0.007462972309440374,-0.0029423485975712538,0.0,-0.0024509283745370344,-0.002774530901297112,-0.15212126365482798
2025-08-20 00:00:00,0.005385283380746841,-0.017157352529466152,-0.012554284418001771,-0.016150944884866476,-0.016616166185121982,-2.437308153964792
2025-08-21 00:00:00,-0.001712981378659606,-0.008377558551728725,-0.004849238088354468,-0.008066950384108349,-0.008526598569005728,-0.754166175841184
2025-08-22 00:00:00,0.013097013346850872,-0.001156496029580012,0.0,-0.0008710417550988503,-0.0014087129995459691,-0.03451388856936035
2025-08-25 00:00:00,-0.006147188134491444,-0.013784395065158606,-0.010193623369559646,-0.014459101478545925,-0.01371287420624867,-1.0121746818042046
2025-08-26 00:00:00,-0.0014399883802980185,-0.006687658838927746,0.0,-0.006839793076971546,-0.008326969450718025,-0.19279725499926467
2025-08-27 00:00:00,0.00020673239487223327,-0.007847816683351994,0.0,-0.005264261980657466,-0.006865346525955829,-0.4444138904998018
2025-08-28 00:00:00,0.010624025948345661,0.007840744219720364,0.0,0.005719554170093032,0.006455752357578603,0.4146934498722721
2025-08-29 00:00:00,0.00971905142068863,-0.01250188471749425,-0.008968275273218751,-0.011896416135889012,-0.012184374802745878,-1.8628368571405707
2025-09-01 00:00:00,-0.004793462809175253,-0.0040035725105553865,0.0,-0.0027348029581247837,-0.0027891002733667846,-0.15833519385656533
2025-09-02 00:00:00,-0.011166696436703205,-0.00951254041865468,-0.005709156161174178,-0.0091897048578714,-0.009684737558563939,-1.1093861337367579
2025-09-03 00:00:00,-0.028688203543424606,-0.00347468676045537,0.0,-0.004098840222973376,-0.0037506096243305363,-0.19078521359313103
2025-09-04 00:00:00,0.02320561371743679,-0.009143904317170382,-0.005571101442910731,-0.008357759536884259,-0.009253483699285425,-1.2780595381300264
2025-09-05 00:00:00,0.012771520763635635,-0.008993338793516159,-0.004453316214494407,-0.008667038417689036,-0.009111472660879371,-0.8613638140091476
2025-09-08 00:00:00,-0.012048552744090557,-0.00015099039592314512,0.0,0.0,0.0009305842178946478,-0.0065815546947835335
2025-09-09 00:00:00,0.014653372578322887,0.008793939836323261,0.0,0.009053591360384599,0.010095779535186011,0.28978002708177875
2025-09-10 00:00:00,0.010923856869339943,0.013008481822907925,0.003922729927580804,0.01439540533821564,0.014536326171219116,0.499241323946482
2025-09-11 00:00:00,0.0072689116932451725,-0.005893842084333301,0.0,-0.0046691661235177895,-0.00510735863717855,-0.2051677425340426
2025-09-12 00:00:00,0.0016715372912585735,-0.010521963704377413,-0.0062348204664886,-0.010947890934068711,-0.011543352902663173,-0.8765071170486947
2025-09-15 00:00:00,0.007947396486997604,-0.015366414096206427,-0.009996004402637482,-0.015577642278000714,-0.015532065177103505,-1.6133788320866016
2025-09-16 00:00:00,0.00611889036372304,0.0233660526573658,0.01373651041649282,0.022403386161709206,0.023487427295185624,0.9941931509130819
2025-09-17 00:00:00,0.006944283843040466,0.01894768327474594,0.0062380144372582436,0.014081227687885984,0.016939962942706187,0.9879773087872208
2025-09-18 00:00:00,-0.018161531537771225,-0.006847876589745283,-0.004261734778992832,-0.007219600901036756,-0.00715587846316339,-0.6597834217968822
2025-09-19 00:00:00,-0.006670093163847923,0.015855665784329176,0.00415620394051075,0.013401334057009082,0.015859528389592016,0.6950806908914468
2025-09-22 00:00:00,-0.00668341526761651,0.015747798141092062,0.004980891244485974,0.013691148521896684,0.015144800567759376,0.7392254359800489
2025-09-23 00:00:00,0.006864042021334171,0.0017842755769379437,0.0,0.0007345373415621005,0.0011467573865957092,0.07285290220809353
2025-09-24 00:00:00,-0.00683201476931572,-0.004937593126669526,0.0,-0.006045195792568849,-0.00606334801268531,-0.172681850530134
2025-09-25 00:00:00,0.007960619404911995,0.010949626564979553,0.0,0.00876082854857668,0.010709381701599342,0.3487559573331745
2025-09-26 00:00:00,-0.0030871934723109007,0.00862715533003211,0.0,0.007966745930816976,0.008330070742522367,0.36966238228391235
2025-09-29 00:00:00,-0.0015763705596327782,0.003630111110396683,0.0,0.0024198274047346805,0.003935056109185098,0.13275477345536027
2025-09-30 00:00:00,-0.022577853873372078,-0.015271751210093498,-0.010392988100647926,-0.013722258736728691,-0.015736090042628346,-1.2748568784994363
2025-10-01 00:00:00,-0.014891145750880241,-0.009709976147860289,-0.00139085779665038,-0.008743962262850255,-0.00964375672629103,-0.5682795404355969
2025-10-02 00:00:00,-0.002888682298362255,-0.017719213850796223,-0.006467508501373231,-0.017502253742469474,-0.017767832458775955,-0.575779799452854
2025-10-03 00:00:00,-0.005492329131811857,-0.001977040432393551,0.0,-0.0013171432507457224,-0.00436616171427886,-0.02631848153333319
2025-10-06 00:00:00,-0.004102018196135759,-0.01281034667044878,-0.002731887507252395,-0.014247313040681185,-0.014958110032603144,-0.3483310213270449
2025-10-07 00:00:00,-0.006999223958700895,0.00031832788954488933,0.0,0.0008599187998741407,0.0016776204231064185,0.010058756634829706
2025-10-08 00:00:00,0.006182382814586163,-0.008413609582930803,0.0,-0.006913477751659228,-0.006177270941952884,-0.2349797261424243
2025-10-09 00:00:00,-0.007554071955382824,-0.010711607988923788,-0.0022772785159759223,-0.011304312628615299,-0.01169327024854283,-0.37432066241486656
2025-10-10 00:00:00,0.005899873562157154,-0.03291562758386135,-0.024860733188688755,-0.031821358790202064,-0.032188611850142476,-2.3309300923931957
2025-10-13 00:00:00,0.00331315491348505,-0.017106098122894764,-0.01463498966768384,-0.016868950194818898,-0.017394731752574444,-3.247324593628321
2025-10-14 00:00:00,0.013959953561425209,-0.012483852915465832,0.0,-0.012001441295340191,-0.012190994507545839,-0.31129684637797583
2025-10-15 00:00:00,-0.0006529164966195822,-0.009280154947191477,-0.0006252423627302051,-0.009436776858649683,-0.009901071477361256,-0.43358028343032806
2025-10-16 00:00:00,0.012823985889554024,-0.0073349433951079845,-0.0003034774344996549,-0.008779767374810763,-0.009786857233848423,-0.3010755433560291
2025-10-17 00:00:00,0.013762938790023327,-0.01158082578331232,-0.003440700937062502,-0.01033910976285115,-0.010481197423359845,-0.6939768951741623
2025-10-20 00:00:00,0.0038431293796747923,-0.013228048104792833,-0.0020149799529463053,-0.013901714074413759,-0.013491818079637596,-0.2635160872133741
2025-10-21 00:00:00,-0.012013967148959637,-0.017093910835683346,-0.012158009456470609,-0.01691725582627114,-0.016535957693122327,-1.1640647379052067
2025-10-22 00:00:00,-0.007276854477822781,-0.006794087355956435,-0.000803364411694929,-0.008744566635088994,-0.007593630765040871,-0.25170346672328736
2025-10-23 00:00:00,-0.0027849797625094652,0.005092445528134704,0.0,0.005541721249523108,0.005236010231965338,0.2292243880393581
2025-10-24 00:00:00,0.0009757412481121719,0.013456259854137897,0.004548266879282892,0.01221628446865361,0.013372729148977669,0.6657027914533912
2025-10-27 00:00:00,0.005255227442830801,-0.004056830890476704,0.0,-0.0049273809466511,-0.005059206498845015,-0.13450787780585896
2025-10-28 00:00:00,-0.011309666559100151,0.008661774918437004,0.0013331942318473011,0.007786413149815053,0.007723890492343344,0.4468992280776492
2025-10-29 00:00:00,0.00043895348790101707,0.010214298497885466,0.0010990103182848543,0.014025185724087353,0.012204402264706005,0.13185289953008927
2025-10-30 00:00:00,0.03689265251159668,0.003696483327075839,0.0,0.003038217311538755,0.005290678133314941,0.1455999641067745
2025-10-31 00:00:00,0.02235768735408783,-0.015674506779760122,-0.005236581549979746,-0.015613742490764705,-0.016972005035495386,-0.7110667270641936
2025-11-03 00:00:00,0.007699280511587858,-0.01836333516985178,-0.0048398172948509455,-0.013372116988815833,-0.016256990546025918,-0.8103029744415654
2025-11-04 00:00:00,0.014825324527919292,-0.004606191534548998,0.0,-0.0033065406495006748,-0.004256734271621099,-0.20773154625787488
2025-11-05 00:00:00,0.011462169699370861,-0.0020518312230706215,0.0,-0.003542590330645907,-0.0023506782537879188,-0.05183389438212757
2025-11-06 00:00:00,-0.004092689137905836,0.0021801585098728538,0.0,0.0018452211976633423,0.00184693168503145,0.049274582613944955
2025-11-07 00:00:00,-7.116740016499534e-05,-0.022096472792327404,-0.012708492111414671,-0.02261889840598451,-0.021868780680233613,-0.9801761381500678
2025-11-10 00:00:00,0.0006419396959245205,-0.01044304994866252,-0.0033538101706653833,-0.009899849268907565,-0.011798386572081654,-0.5703997846559502
2025-11-11 00:00:00,0.026280678808689117,0.0278757493942976,0.019716096576303244,0.0324115790898155,0.029741552294581197,0.6716200304894971
2025-11-12 00:00:00,0.007136361673474312,0.022138744592666626,0.011862043756991625,0.021244956055184595,0.022771293809637428,0.9061153843409613
2025-11-13 00:00:00,0.004143469501286745,0.0180710069835186,0.00916057894937694,0.01593423258312978,0.018220105009095277,1.0267500861783745
2025-11-14 00:00:00,0.006443807855248451,0.01978981588035822,0.010741472942754626,0.020146013752673754,0.02069662320136558,0.8362640637285362
2025-11-17 00:00:00,0.0008060996769927442,0.017460467293858528,0.010354874189943075,0.02974344674590975,0.02086109673473402,0.1550006723820774
2025-11-18 00:00:00,0.001441627973690629,0.009361584205180407,0.0,0.008178159704768043,0.008433737076938997,0.24081418600316712
2025-11-19 00:00:00,-0.009608355350792408,-0.003938029985874891,0.0,-0.002931702370976562,-0.003022424745176977,-0.02962808785311701
2025-11-21 00:00:00,-0.00524002593010664,0.007850943598896265,0.0,0.004824153394578024,0.00759190034805215,0.29382628975566105
2025-11-24 00:00:00,0.012549275532364845,0.020468903705477715,0.008395615965127945,0.018632199494726952,0.019982648350924136,0.5481059089005929
2025-11-25 00:00:00,-0.0017257601721212268,0.014209278393536806,0.004041055275592953,0.013256943823618346,0.013695405621979262,0.5673926448337624
2025-11-26 00:00:00,-0.00588835496455431,0.005025145132094622,0.0,0.00445954032712325,0.005834871640308848,0.22337325103626018
2025-11-27 00:00:00,0.005890290252864361,0.00016127222625073045,0.0,0.0,-0.0007498857008613413,0.009718805374552308
2025-11-28 00:00:00,0.008911162614822388,-0.009673559106886387,-0.0017558286781422794,-0.00902846913948597,-0.008621547734765044,-0.4908684075760546
2025-12-01 00:00:00,0.0060744015499949455,-0.012787507381290197,-0.0042899297550320625,-0.01291644766513491,-0.012669013675986208,-0.6849803067453313
2025-12-02 00:00:00,0.006260777357965708,-0.023335286416113377,-0.013978055911138654,-0.02170660620953422,-0.02500201648072107,-1.0921390159388717
2025-12-03 00:00:00,0.00383398262783885,-0.020330836065113544,-0.0016611191822448745,-0.019360843820185984,-0.021142022810636263,-0.325851530999663
2025-12-04 00:00:00,-0.00875135324895382,0.020136727951467037,0.00833964510820806,0.018491534048196628,0.018989656471967466,0.8297846695596257
2025-12-05 00:00:00,-0.011174620129168034,-0.006615704856812954,0.0,-0.005688584772124886,-0.005355016249086475,-0.28398610470960195
2025-12-08 00:00:00,-0.009466060437262058,-0.020440985448658466,-0.004382501123473048,-0.024094819318252848,-0.02008510642153851,-0.31772381207989936
2025-12-09 00:00:00,-0.003464644541963935,-0.0035456493496894836,0.0,-0.001637990857451222,-0.0037626510184054496,-0.11559065253940519
2025-12-10 00:00:00,-0.01654144562780857,-0.005059531657025218,0.0,-0.006578826591023245,-0.006438426559179788,-0.1385468689592963
2025-12-11 00:00:00,0.024621520191431046,-0.016045204363763332,-0.0026799326296895742,-0.012670755377569004,-0.014635763505339128,-0.5890624536380632
2025-12-12 00:00:00,0.018176153302192688,-0.001698245876468718,0.0,-0.0019067875615088273,-0.001211716822035669,-0.07166660904302048
2025-12-15 00:00:00,0.01760699227452278,-0.010188082233071327,-0.0024019608390517533,-0.009191794425743865,-0.01047711757091747,-0.7813479176729081
2025-12-16 00:00:00,-0.0013977841008454561,-0.018645654432475567,-0.01268449448980391,-0.020026234366185964,-0.018839636037591846,-0.7416978457874362
2025-12-17 00:00:00,-0.012190322391688824,-0.013834350742399693,0.0,-0.017150452722632326,-0.015929420377506175,-0.1842960513949002
2025-12-18 00:00:00,0.0007621588883921504,-0.02267705835402012,-0.004552175290882587,-0.02797215670924634,-0.02545196240826044,-0.20042242169533434
2025-12-19 00:00:00,-0.05632169544696808,-0.016161611303687096,-0.007235090830363333,-0.01483564105577534,-0.016238966283708578,-0.725674915757962
2025-12-22 00:00:00,-0.012245040386915207,-0.02300744131207466,-0.008909037220291793,-0.026355385482392735,-0.02249266316284775,-0.4367694795210698
2025-12-23 00:00:00,0.026746995747089386,0.021669436246156693,0.014629196841269732,0.02001633847632911,0.021644774032756685,1.5688937842484845
2025-12-26 00:00:00,0.017756912857294083,0.016170503571629524,0.007039164891466498,0.01420028829983203,0.015047550074814352,1.0733398584081213
2025-12-29 00:00:00,0.004288489930331707,0.015560485422611237,0.007743254071101546,0.017497863026708364,0.0158457750803791,0.38231350436358064
2025-12-30 00:00:00,0.01645827107131481,-0.01815618108958006,-0.0037753965007141232,-0.014845870675519108,-0.017488604591198963,-0.5903561924690588
