date,open,high,low,close,volume,ticker,ibov_close,log_ret,ibov_log_ret,spread_retorno_3d,dist_sma_3d,spread_vol_3d,beta_3d,spread_volratio_3d,z_alpha_3d,trend_mercado_3d,risco_mercado_3d,z_mercado_3d,spread_retorno_5d,dist_sma_5d,spread_vol_5d,beta_5d,spread_volratio_5d,z_alpha_5d,trend_mercado_5d,risco_mercado_5d,z_mercado_5d,spread_retorno_14d,dist_sma_14d,spread_vol_14d,beta_14d,spread_volratio_14d,z_alpha_14d,trend_mercado_14d,risco_mercado_14d,z_mercado_14d,spread_retorno_21d,dist_sma_21d,spread_vol_21d,beta_21d,spread_volratio_21d,z_alpha_21d,trend_mercado_21d,risco_mercado_21d,z_mercado_21d,spread_retorno_42d,dist_sma_42d,spread_vol_42d,beta_42d,spread_volratio_42d,z_alpha_42d,trend_mercado_42d,risco_mercado_42d,z_mercado_42d,spread_retorno_63d,dist_sma_63d,spread_vol_63d,beta_63d,spread_volratio_63d,z_alpha_63d,trend_mercado_63d,risco_mercado_63d,z_mercado_63d
2018-01-02,4.313443904772703,4.409357070922851,4.313443904772703,4.409357070922852,33461800,PETR4,77891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,4.393372401075577,4.454650366821272,4.361401509455284,4.44932222366333,55940900,PETR4,77995.0,0.009022885364635795,0.0013343086028245296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,4.470636118985862,4.518592454251454,4.428007926637689,4.457314491271973,37064900,PETR4,78647.0,0.0017946773871240032,0.008324763031459105,,-0.0018017288083724825,,,-0.2206433237222548,,,,1.1453651941020928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,4.449323493988848,4.491951700432116,4.414687758648501,4.483958721160889,26958200,PETR4,79071.0,0.00595984668452709,0.0053766979221980165,0.0017416398798051728,-0.0017872705941783806,0.00011860689129873083,-1.0174725063077623,-0.2048772473540812,0.00036601693215199767,0.015035769556481803,0.003509474139541046,0.9224903838258653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,4.459979439222814,4.537243366241455,4.451986461479028,4.537243366241455,28400000,PETR4,79379.0,0.011813340226972203,0.0038876666194341118,0.0019787367255322715,0.005497005857881376,0.0027748099572135975,-2.139126923562439,0.05067259682489078,1.0052450257984566,0.017589127573091203,0.002258175025644176,0.9432370371426371,,0.005670472652224534,,,-0.08041117118323327,,,,1.2003095028144823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,4.537243366241455,4.571878586794779,4.518593084839288,4.537243366241455,35070900,PETR4,78864.0,0.0,-0.006508999680901259,0.015017822050768403,0.0069723793063078965,-0.0005685582225240966,0.7351218431893946,-0.021442711234692213,0.3858749898583569,0.0027553648607308713,0.0064753081251456,-0.9286936045937483,0.01617631316824457,0.008919522313886263,-0.0007222683569944122,0.2681645654055825,-0.168082016732938,0.5259990188546245,0.012414436495014579,0.005626906819385175,0.13985623506388903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,4.507936907065867,4.54257213236521,4.467973029207154,4.47596549987793,28547700,PETR4,78201.0,-0.013597556969492821,-0.008442414769733604,0.009279531088680166,-0.0012582028184059402,0.006084397757213946,1.7525509172071252,-0.013453767267805117,-1.1490649596913134,-0.011063747831200845,0.00663148639861072,-1.0391487240498825,0.0033325942066741647,0.0030343255110251155,0.0019252118588448334,0.9068292626891326,-0.005067498430366357,-0.8864567394781716,0.0026377131224563977,0.007509568058605169,-1.4209955748570078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,4.497278647804047,4.609177786968876,4.486621853114532,4.595856666564941,37921500,PETR4,79365.0,0.02643309032114311,0.01477502983091643,0.013011917971368794,0.006074331639095432,0.007472612354300457,1.5247089556305982,0.05803983034581628,0.8498261308051632,-0.0001763846197185441,0.012882790458268376,0.9505445493002007,0.0215207403412359,0.010496971131936483,0.005279326946326789,1.468037029846214,0.06635756131256443,1.1105992068180375,0.009087979921913656,0.00947955045048114,0.8041911787033147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,4.539907156483216,4.6384846628508445,4.534578505282763,4.609177589416504,45912100,PETR4,79349.0,0.0028942710651627163,-0.00020162052565244885,0.00959880988128234,0.005932609792342003,0.008347990738163532,1.7056600165383138,0.12442675592295949,-0.012336231950517095,0.006130994535530411,0.011770446603396498,0.5653231480603612,0.024033483169721835,0.008745706516266383,0.00554862401863122,1.5417958246493388,0.17007630616066205,-0.26904961131788097,0.0035096614740631055,0.009282160421237896,0.6193329306547195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,4.614506012699332,4.646477410154781,4.56921349606885,4.622498989105225,28945400,PETR4,79752.0,0.00288602158485672,0.005065975221850596,0.012573998444047777,-0.00042268567351744224,0.005995230521992666,1.6779860393524353,0.11776468150642805,-0.9123026666393484,0.019639384527114567,0.007597295157530839,1.1539907223327712,0.013927855925189848,0.003734014467156932,0.005016013950029784,1.420879086282191,0.179725383366516,-0.7394107029290564,0.0046879700764796,0.009397503572649414,1.0834919264405747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
