date,open,high,low,close,volume,ticker,ibov_close,spread_retorno_3d,dist_sma_3d,spread_vol_3d,beta_3d,spread_volratio_3d,z_alpha_3d,trend_mercado_3d,risco_mercado_3d,z_mercado_3d,spread_retorno_5d,dist_sma_5d,spread_vol_5d,beta_5d,spread_volratio_5d,z_alpha_5d,trend_mercado_5d,risco_mercado_5d,z_mercado_5d,spread_retorno_14d,dist_sma_14d,spread_vol_14d,beta_14d,spread_volratio_14d,z_alpha_14d,trend_mercado_14d,risco_mercado_14d,z_mercado_14d,spread_retorno_21d,dist_sma_21d,spread_vol_21d,beta_21d,spread_volratio_21d,z_alpha_21d,trend_mercado_21d,risco_mercado_21d,z_mercado_21d,spread_retorno_42d,dist_sma_42d,spread_vol_42d,beta_42d,spread_volratio_42d,z_alpha_42d,trend_mercado_42d,risco_mercado_42d,z_mercado_42d,spread_retorno_63d,dist_sma_63d,spread_vol_63d,beta_63d,spread_volratio_63d,z_alpha_63d,trend_mercado_63d,risco_mercado_63d,z_mercado_63d
2018-01-02,14.134661307571536,14.412980991059731,14.028634881855526,14.373221397399902,12717900,ABEV3,77891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,14.287073907498582,14.55876677703196,14.287073907498582,14.406353950500488,9389900,ABEV3,77995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,14.40635578215359,14.4593690009019,14.240689315573256,14.326836585998535,9150100,ABEV3,78647.0,,-0.008924149222164002,,,-0.22169041099807085,,,,1.1453651941020928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,14.326836216517792,14.412982220786583,14.27382299913666,14.379849433898926,11510200,ABEV3,79071.0,-0.01457473799186664,-0.005748814610793573,0.0014658181066024745,-1.033445590123581,0.27006268286160073,0.4015195909171811,0.015035769556481803,0.003509474139541046,0.9224903838258653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,14.379850252114965,14.379850252114965,14.240689758611982,14.35334300994873,7074000,ABEV3,79379.0,-0.02127560595706571,-0.004386390380308525,0.0023867352725214764,-1.1547595935245751,-0.1059851885088573,0.2191923656139746,0.017589127573091203,0.002258175025644176,0.9432370371426371,,-0.010969241126944973,,,-0.15173740222969834,,,,1.2003095028144823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,14.34671520682975,14.37322244716208,14.260569203619246,14.31358242034912,5850700,ABEV3,78864.0,-0.003680921612722938,0.000579303759769445,-0.0029785418184253643,0.3767205682101709,-0.4666045577100355,1.0445627617629083,0.0027553648607308713,0.0064753081251456,-0.9286936045937483,-0.016572380569371513,-0.0038781739403694893,-0.0018447389880191828,-0.01531246583650199,-0.4433202127008624,1.0289709908663591,0.012414436495014579,0.005626906819385175,0.13985623506388903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,14.214182796972452,14.393101613476542,14.20755598688937,14.31358242034912,5434100,ABEV3,78201.0,0.006444772192228735,0.006861114625787201,-0.005219517457349354,-0.06993918436748314,-0.05618598712708245,0.8718234390815741,-0.011063747831200845,0.00663148639861072,-1.0391487240498825,-0.009098162868828103,0.006345476967657748,-0.004080724986633394,-0.0528743177883128,-0.2234749045567923,1.1920199437285113,0.0026377131224563977,0.007509568058605169,-1.4209955748570078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,14.379851270604089,14.492504529919788,14.26057120027747,14.47925090789795,8663800,ABEV3,79365.0,0.008910159919244334,0.0006442351220039555,-0.005309915397890078,0.5681773694837094,0.2405684553652121,-1.058573229831334,-0.0001763846197185441,0.012882790458268376,0.9505445493002007,0.001494209988017253,0.0028229132287684866,-0.0036749835942955517,0.5050377750243541,-0.0179052737280061,-0.6227903061119864,0.009087979921913656,0.00947955045048114,0.8041911787033147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,14.37322244716208,14.53888890743479,14.22080834312075,14.31358242034912,15529600,ABEV3,79349.0,-0.006130994535530411,-0.008621329288747592,-0.00026269994147344426,0.6219981669023699,0.47129595073967945,-0.9326845293529444,0.006130994535530411,0.011770446603396498,0.5653231480603612,-0.008128637113035214,-0.006878306992328498,-0.0010406733409334817,0.5410746443404042,0.6894295467598786,-1.241033416227706,0.0035096614740631055,0.009282160421237896,0.6193329306547195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,14.313584561269083,14.47925104632096,14.313584561269083,14.459370613098145,4853800,ABEV3,79752.0,-0.009505600886397698,-0.000401824313241983,0.005312368801197435,1.3630248287414561,-0.15090180140157794,1.0059760165255291,0.019639384527114567,0.007597295157530839,1.1539907223327712,0.0026718422018401997,-0.0023555850876633144,0.00014728017440114073,0.6647947147180495,-0.03900298942257652,0.5757667633277092,0.0046879700764796,0.009397503572649414,1.0834919264405747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
