date,open,high,low,close,volume,ticker,ibov_close,log_ret,ibov_log_ret,spread_retorno_3d,dist_sma_3d,spread_vol_3d,beta_3d,spread_volratio_3d,z_alpha_3d,trend_mercado_3d,risco_mercado_3d,z_mercado_3d,spread_retorno_5d,dist_sma_5d,spread_vol_5d,beta_5d,spread_volratio_5d,z_alpha_5d,trend_mercado_5d,risco_mercado_5d,z_mercado_5d,spread_retorno_14d,dist_sma_14d,spread_vol_14d,beta_14d,spread_volratio_14d,z_alpha_14d,trend_mercado_14d,risco_mercado_14d,z_mercado_14d,spread_retorno_21d,dist_sma_21d,spread_vol_21d,beta_21d,spread_volratio_21d,z_alpha_21d,trend_mercado_21d,risco_mercado_21d,z_mercado_21d,spread_retorno_42d,dist_sma_42d,spread_vol_42d,beta_42d,spread_volratio_42d,z_alpha_42d,trend_mercado_42d,risco_mercado_42d,z_mercado_42d,spread_retorno_63d,dist_sma_63d,spread_vol_63d,beta_63d,spread_volratio_63d,z_alpha_63d,trend_mercado_63d,risco_mercado_63d,z_mercado_63d
2018-01-02,15.09054509258224,15.47133445739746,15.09054509258224,15.47133445739746,18865469,ITUB4,77891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,15.478379191364825,15.633516725520543,15.362027469386213,15.577102661132812,25261028,ITUB4,77995.0,0.006813136034354791,0.0013343086028245296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,15.601799532509226,15.97201148847516,15.601799532509226,15.901494979858398,26311149,ITUB4,78647.0,0.020611070815234812,0.008324763031459105,,0.010068016699765314,,,0.020736488387886887,,,,1.1453651941020928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,15.908543103604703,15.979059596080504,15.725199537420764,15.94732666015625,17807870,ITUB4,79071.0,0.002878078972747501,0.0053766979221980165,0.015266516265855179,0.002409076857118553,0.005802943000862098,1.7973964521316483,-0.10902045864843646,-1.0253079409096857,0.015035769556481803,0.003509474139541046,0.9224903838258653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,15.887384120668507,15.97905588245543,15.788661739892898,15.89443588256836,14398333,ITUB4,79379.0,-0.003322104180662524,0.0038876666194341118,0.0025779180342286635,-0.005642062447711371,0.010162896695466127,5.481219501930791,-0.13301776085880013,-0.793219732834917,0.017589127573091203,0.002258175025644176,0.9432370371426371,,-0.0013181252609484329,,,-0.1600050521831753,,,,1.2003095028144823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,15.85212852740418,15.866230910137192,15.658207335617313,15.721672058105469,24255264,ITUB4,78864.0,-0.010928957124632554,-0.006508999680901259,-0.014128347193278368,-0.005334187063607776,0.00044014231380353364,1.0033657292949136,0.10384358046949704,0.12220611964495802,0.0027553648607308713,0.0064753081251456,-0.9286936045937483,0.003636788022027302,-0.0064105602569229925,0.006189062455991191,1.6937897686985808,-0.0014523269375041892,-0.6433068635117791,0.012414436495014579,0.005626906819385175,0.13985623506388903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,15.64762123511222,15.72518944132537,15.570053028899066,15.668776512145996,15410556,ITUB4,78201.0,-0.003370171401467037,-0.008442414769733604,-0.006557484875561263,0.0018952059929140397,-0.00225347764695143,0.24658680786589982,-0.08904276746054818,1.1272762095057487,-0.011063747831200845,0.00663148639861072,-1.0391487240498825,0.0032302039587637607,-0.0019714766266578643,0.004407327760399867,1.1997590830506404,-0.13502735243304786,0.5572577457768964,0.0026377131224563977,0.007509568058605169,-1.4209955748570078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,15.76045631617319,15.996686935424805,15.72519750304103,15.996686935424805,17614127,ITUB4,79365.0,0.02071165929992873,0.01477502983091643,0.006588915393547672,0.005681142695256103,0.0036409218933070413,1.2230838298902023,-0.1398215903276988,0.6509295028510397,-0.0001763846197185441,0.012882790458268376,0.9505445493002007,-0.0031194743559992905,0.004597955751910021,0.0024783767641966253,1.10535011511761,-0.15793459338199023,1.1218878547430835,0.009087979921913656,0.00947955045048114,0.8041911787033147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,15.922634706934078,16.014306421377206,15.85564414639387,15.982573509216309,11649902,ITUB4,79349.0,-0.0008826612578630846,-0.00020162052565244885,0.010327832105068253,0.001511441107808098,0.001473652441070377,1.0863360408198928,-0.3188716533397451,-1.1463362139655586,0.006130994535530411,0.011770446603396498,0.5653231480603612,-0.0013018961387596525,0.004168198899769715,0.002661599577102257,1.135457804784266,-0.43630363870147537,-0.07305836150934251,0.0035096614740631055,0.009282160421237896,0.6193329306547195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,16.038981807308573,16.084817076591474,16.01077478442053,16.08129119873047,12365222,ITUB4,79752.0,0.006157585950852407,0.005065975221850596,0.006347199465803512,0.0005015542751907187,0.0034155822454823405,1.4489826629557947,0.23889303532135586,-0.29895797867224505,0.019639384527114567,0.007597295157530839,1.1539907223327712,0.006999485390338912,0.0038620147082299994,0.0025518543875522742,1.205989054185886,0.1197812405091907,-0.07248074616143543,0.0046879700764796,0.009397503572649414,1.0834919264405747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
