date,open,high,low,close,volume,ticker,ibov_close,spread_retorno_3d,dist_sma_3d,spread_vol_3d,beta_3d,spread_volratio_3d,z_alpha_3d,trend_mercado_3d,risco_mercado_3d,z_mercado_3d,spread_retorno_5d,dist_sma_5d,spread_vol_5d,beta_5d,spread_volratio_5d,z_alpha_5d,trend_mercado_5d,risco_mercado_5d,z_mercado_5d,spread_retorno_14d,dist_sma_14d,spread_vol_14d,beta_14d,spread_volratio_14d,z_alpha_14d,trend_mercado_14d,risco_mercado_14d,z_mercado_14d,spread_retorno_21d,dist_sma_21d,spread_vol_21d,beta_21d,spread_volratio_21d,z_alpha_21d,trend_mercado_21d,risco_mercado_21d,z_mercado_21d,spread_retorno_42d,dist_sma_42d,spread_vol_42d,beta_42d,spread_volratio_42d,z_alpha_42d,trend_mercado_42d,risco_mercado_42d,z_mercado_42d,spread_retorno_63d,dist_sma_63d,spread_vol_63d,beta_63d,spread_volratio_63d,z_alpha_63d,trend_mercado_63d,risco_mercado_63d,z_mercado_63d
2018-01-02,1.6337759012483044,1.7272258416864017,1.6337759012483044,1.7062594890594482,2395000,PRIO3,77891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,1.7172418873577968,1.7432002173770853,1.7172418873577968,1.7372097969055176,4220000,PRIO3,77995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,1.741203307355598,1.8088946292917676,1.741203307355598,1.797313213348389,5110000,PRIO3,78647.0,,0.02283905591845037,,,0.20758468139290098,,,,1.1453651941020928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,1.8208753529611097,1.898550629615784,1.7989106765401088,1.898550629615784,5405000,PRIO3,79071.0,0.0917514577085162,0.041965923991246434,0.014952083419396295,2.7019170018135634,0.22140663204115907,1.1127299509207038,0.015035769556481803,0.003509474139541046,0.9224903838258653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,1.922911392789577,2.05090574149695,1.922911392789577,2.0423195362091064,9555000,PRIO3,79379.0,0.14421680076714244,0.06336592838752653,0.017247529976022583,-8.541714596120187,0.5570762576882551,0.9675335907817986,0.017589127573091203,0.002258175025644176,0.9432370371426371,,0.10221962249149952,,,0.9289531983383852,,,,1.2003095028144823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,2.086848140367411,2.2368074107017564,1.6733123956336686,1.8256677389144895,26165000,PRIO3,78864.0,0.012897549065481555,-0.04716706584173069,0.09556618742925957,15.430128831010293,0.7237675251923148,-1.1485776488832573,0.0027553648607308713,0.0064753081251456,-0.9286936045937483,0.055227826667604306,-0.019494124390856182,0.06763892957308124,11.429450213084445,1.4688730568054509,-1.7063095678283333,0.012414436495014579,0.005626906819385175,0.13985623506388903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,1.8370494527778247,1.8943573956867632,1.6573380298768603,1.8011071681976318,14200000,PRIO3,78201.0,-0.04162545147017688,-0.03909482269705933,0.08600182248945203,10.616282899494541,-0.09080347720939053,0.10003875000769538,-0.011063747831200845,0.00663148639861072,-1.0391487240498825,0.03348359498723134,-0.030370105918396617,0.0666287492152763,7.477676803045676,0.25500255348909273,-0.1719257678591713,0.0026377131224563977,0.007509568058605169,-1.4209955748570078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,1.7671615987692315,1.9768248796463013,1.7441984797973262,1.9768248796463013,11220000,PRIO3,79365.0,-0.03241784343192951,0.05129075822480522,0.08975883237917885,6.6813710473829255,-0.4098347791154755,0.9675956789563959,-0.0001763846197185441,0.012882790458268376,0.9505445493002007,0.08611109098419802,0.030660970357183626,0.07410169695429852,7.303044537592148,-0.2990777901275503,0.804752400229739,0.009087979921913656,0.00947955045048114,0.8041911787033147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,1.976824876479652,2.0221519771103686,1.8470333501965492,1.9149242639541624,13000000,PRIO3,79349.0,0.04160127401419102,0.004341498809558697,0.055690410318329005,5.047605344972905,-0.08609276761297369,-0.792789590494405,0.006130994535530411,0.011770446603396498,0.5653231480603612,0.005077642973279216,-0.0025750567893598753,0.07401015613964074,7.26524234518357,-0.25862125094348143,-0.4294676578537327,0.0035096614740631055,0.009282160421237896,0.6193329306547195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,1.943079055813704,1.943079055813704,1.8849723845470563,1.8969531059265137,3985000,PRIO3,79752.0,0.03220801674432183,-0.020215236207086096,0.059001509562957535,8.616269076711017,-0.22834211410019684,-0.4265759901513919,0.019639384527114567,0.007597295157530839,1.1539907223327712,-0.07852518903558905,-0.0008047221455591558,0.06380662518390076,6.362470143459044,-0.3501546547508549,0.01840176159603574,0.0046879700764796,0.009397503572649414,1.0834919264405747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
