ticker,n_treino,n_teste,mae,rmse,r2,smape_pct,hit_ratio_pct,bias,lookback_dias,n_features,epochs_run
ABEV3,1572,399,0.012389100156724453,0.01643931120634079,-0.3255268335342407,147.4677734375,51.8796992481203,-0.0014794134767726064,20,25,80
