view_date,capital_bl_real_brl,capital_selic_brl,ganho_bl_real_pct,ganho_selic_pct,mode,ret_mkv,capital_mkv,capital_mkv_brl,ganho_mkv_pct,ret_bl_real
2025-02-27,106117.02026656708,102243.23396946728,6.117020266567064,2.2432339694672843,daily,0.006937363605659197,1.081371622242847,108137.16222428471,8.137162224284712,0.015085760157233175
2025-02-28,104313.7430933064,102299.95490725349,4.313743093306388,2.2999549072534764,daily,-0.02281676110407039,1.056698224273411,105669.8224273411,5.669822427341109,-0.016993288812019336
2025-03-05,107242.17975839772,102356.70731181413,7.242179758397715,2.3567073118141213,daily,0.013525741606436013,1.070990851410913,107099.0851410913,7.099085141091299,0.028073354270030215
2025-03-06,107710.0986943921,102413.4912006059,7.710098694392098,2.4134912006058995,daily,0.0034359199802444906,1.0746706902759349,107467.06902759349,7.467069027593487,0.004363198669110835
2025-03-07,109100.4544179295,102470.30659109513,9.100454417929503,2.4703065910951283,daily,0.010799521519400659,1.086276619521839,108627.6619521839,8.627661952183896,0.012908313522971282
2025-03-10,107822.18372260765,102527.15350075783,7.822183722607634,2.5271535007578283,daily,-0.00044722419255163796,1.0857908103377856,108579.08103377855,8.579081033778557,-0.011716456197562675
2025-03-11,107036.69995860348,102584.03194707974,7.036699958603476,2.5840319470797457,daily,-0.007591644706365898,1.077547872280264,107754.7872280264,7.754787228026405,-0.0072849921684480234
2025-03-12,106543.5219659,102640.9419475563,6.543521965900001,2.640941947556308,daily,0.0011029260126579085,1.078736327858486,107873.6327858486,7.8736327858486055,-0.004607559770566705
2025-03-13,108433.43207274492,102697.88351969262,8.433432072744917,2.697883519692623,daily,0.016350556120600976,1.0963742667264673,109637.42667264673,9.637426672646733,0.017738385891258535
2025-03-14,111619.77695974732,102754.85668100354,11.61977695974732,2.754856681003548,daily,0.02476109769799733,1.1235216970584514,112352.16970584514,12.352169705845139,0.02938526270075803
