view_date,mode,VALE3.SA_target,VALE3.SA_exec,BBAS3.SA_target,BBAS3.SA_exec,ITUB4.SA_target,ITUB4.SA_exec,BBDC4.SA_target,BBDC4.SA_exec,ABEV3.SA_target,ABEV3.SA_exec,rebalance_flag,gross_target,gross_exec
2025-05-27,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.04419180060099458,0.04419180060099458,0.46151519939900537,0.46151519939900537,0,1.0,1.0
2025-05-28,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.04419180060099458,0.04419180060099458,0.46151519939900537,0.46151519939900537,0,1.0,1.0
2025-05-29,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.04419180060099458,0.04419180060099458,0.46151519939900537,0.46151519939900537,0,1.0,1.0
2025-05-30,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.04419180060099458,0.04419180060099458,0.46151519939900537,0.46151519939900537,0,1.0,1.0
2025-06-02,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.04419180060099458,0.18810078910396305,0.46151519939900537,1,1.0,1.0
2025-06-03,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-04,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-05,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-06,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-09,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-10,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-11,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-12,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-13,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-16,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-17,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-18,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-20,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-23,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-24,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-25,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-26,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-27,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-06-30,monthly,0.0,0.0,0.0,0.0,0.494293,0.494293,0.31760621089603697,0.31760621089603697,0.18810078910396305,0.18810078910396305,0,1.0,1.0
2025-07-01,monthly,0.18911771493178609,0.0,0.37525757007217353,0.0,0.0,0.494293,0.0,0.31760621089603697,0.43562471499604033,0.18810078910396305,1,1.0,1.0
2025-07-02,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-03,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-04,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-07,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-08,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-09,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-10,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-11,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-14,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-15,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-16,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-17,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-18,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-21,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-22,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-23,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-24,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-25,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-28,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-29,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-30,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-07-31,monthly,0.18911771493178609,0.18911771493178609,0.37525757007217353,0.37525757007217353,0.0,0.0,0.0,0.0,0.43562471499604033,0.43562471499604033,0,1.0,1.0
2025-08-01,monthly,0.0038046666666666784,0.18911771493178609,0.494293,0.37525757007217353,0.0038046666666666784,0.0,0.0038046666666666784,0.0,0.494293,0.43562471499604033,1,1.0,1.0
2025-08-04,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-05,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-06,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-07,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-08,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-11,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-12,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-13,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-14,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-15,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-18,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-19,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-20,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-21,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-22,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-25,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-26,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-27,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
2025-08-28,monthly,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.0038046666666666784,0.494293,0.494293,0,1.0,1.0
