date,ticker,close,real_supera_ibov,prob_supera_ibov,pred_supera_ibov,acerto
2024-08-29,ABEV3,10.720221,1,0.49814132,0,0
2024-08-30,ABEV3,10.720221,1,0.49986997,0,0
2024-09-02,ABEV3,10.728558,0,0.4982851,0,1
2024-09-03,ABEV3,10.670205,1,0.4974869,0,0
2024-09-04,ABEV3,10.828591,0,0.49095026,0,1
2024-09-05,ABEV3,10.811917,1,0.49543956,0,0
2024-09-06,ABEV3,10.828591,1,0.496019,0,0
2024-09-09,ABEV3,10.928623,1,0.4944343,0,0
2024-09-10,ABEV3,11.036993,0,0.4947797,0,1
2024-09-11,ABEV3,10.870272,0,0.49095026,0,1
2024-09-12,ABEV3,10.761902,0,0.4938932,0,1
2024-09-13,ABEV3,10.611852,1,0.49692708,0,0
2024-09-16,ABEV3,10.720221,1,0.49543956,0,0
2024-09-17,ABEV3,10.803582,1,0.49627602,0,0
2024-09-18,ABEV3,10.820254,1,0.496019,0,0
2024-09-19,ABEV3,10.795246,1,0.49205172,0,0
2024-09-20,ABEV3,10.63686,1,0.49363628,0,0
2024-09-23,ABEV3,10.628525,0,0.496019,0,1
2024-09-24,ABEV3,10.63686,0,0.49427903,0,1
2024-09-25,ABEV3,10.570171,1,0.49666193,0,0
2024-09-26,ABEV3,10.703549,1,0.49881384,0,0
2024-09-27,ABEV3,10.770239,1,0.4933327,0,0
2024-09-30,ABEV3,10.903615,1,0.4944343,0,0
2024-10-01,ABEV3,11.337092,1,0.4936781,0,0
2024-10-02,ABEV3,11.437126,0,0.49359792,0,1
2024-10-03,ABEV3,11.170371,0,0.49863046,0,1
2024-10-04,ABEV3,11.070337,0,0.49863046,0,1
2024-10-07,ABEV3,10.978641,0,0.496324,0,1
2024-10-08,ABEV3,10.903615,1,0.4982851,0,0
2024-10-09,ABEV3,10.903615,0,0.5003787,1,0
2024-10-10,ABEV3,10.928623,0,0.4979957,0,1
2024-10-11,ABEV3,10.736894,0,0.4979957,0,1
2024-10-14,ABEV3,10.770239,0,0.49597865,0,1
2024-10-15,ABEV3,10.736894,0,0.4985002,0,1
2024-10-16,ABEV3,10.786909,1,0.4962439,0,0
2024-10-17,ABEV3,10.720221,1,0.4986652,0,0
2024-10-18,ABEV3,10.736894,0,0.49814132,0,1
2024-10-21,ABEV3,10.695212,1,0.49417356,0,0
2024-10-22,ABEV3,10.686876,0,0.49655643,0,1
2024-10-23,ABEV3,10.628525,0,0.49626702,0,1
2024-10-24,ABEV3,10.695212,0,0.4914863,0,1
2024-10-25,ABEV3,10.628525,1,0.4914863,0,0
2024-10-28,ABEV3,10.74523,1,0.4941341,0,0
2024-10-29,ABEV3,10.820254,0,0.4938689,0,1
2024-10-30,ABEV3,10.778574,0,0.4941724,0,1
2024-10-31,ABEV3,10.536827,1,0.49417356,0,0
2024-11-01,ABEV3,10.453465,0,0.49865004,0,1
2024-11-04,ABEV3,10.561835,0,0.4914863,0,1
2024-11-05,ABEV3,10.570171,0,0.4961812,0,1
2024-11-06,ABEV3,10.420121,1,0.49926448,0,0
2024-11-07,ABEV3,10.461802,0,0.49738005,0,1
2024-11-08,ABEV3,10.278407,1,0.49709186,0,0
2024-11-11,ABEV3,10.428458,1,0.49865004,0,0
2024-11-12,ABEV3,10.48681,1,0.49865004,0,0
2024-11-13,ABEV3,10.611852,0,0.49706405,0,1
2024-11-14,ABEV3,10.536827,0,0.4946811,0,1
2024-11-18,ABEV3,10.353433,0,0.49908543,0,1
2024-11-19,ABEV3,10.36177,1,0.49853832,0,0
2024-11-21,ABEV3,10.328425,1,0.5030545,1,1
2024-11-22,ABEV3,10.570171,0,0.49786896,0,1
2024-11-25,ABEV3,10.453465,0,0.49231094,0,1
2024-11-26,ABEV3,10.511818,1,0.50095147,1,1
2024-11-27,ABEV3,10.461802,1,0.4982851,0,0
2024-11-28,ABEV3,10.3367605,1,0.50072414,1,1
2024-11-29,ABEV3,10.611852,1,0.50072414,1,1
2024-12-02,ABEV3,11.045329,1,0.50072414,1,1
